Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      11.66599, ,            -2,      12.24559, ,            -2,      12.50794, ,            -2,       9.97822, ,            -2,      10.85802, , 
         -1.8,      11.82085, ,          -1.8,      12.45544, ,          -1.8,      12.72989, ,          -1.8,      10.05113, ,          -1.8,      10.96002, , 
         -1.6,      11.96829, ,          -1.6,      12.65884, ,          -1.6,      12.94481, ,          -1.6,      10.11472, ,          -1.6,      11.05189, , 
         -1.4,      12.10615, ,          -1.4,      12.85462, ,          -1.4,       13.1476, ,          -1.4,      10.16894, ,          -1.4,      11.13341, , 
         -1.2,      12.23326, ,          -1.2,      13.01687, ,          -1.2,       13.3043, ,          -1.2,      10.21374, ,          -1.2,      11.20499, , 
           -1,      12.34635, ,            -1,      13.14263, ,            -1,      13.41197, ,            -1,      10.24945, ,            -1,      11.26663, , 
         -0.8,      12.44294, ,          -0.8,      13.25462, ,          -0.8,      13.50786, ,          -0.8,      10.27605, ,          -0.8,      11.31877, , 
         -0.6,      12.52143, ,          -0.6,      13.30099, ,          -0.6,      13.54232, ,          -0.6,      10.29304, ,          -0.6,      11.36166, , 
         -0.4,      12.58334, ,          -0.4,      13.36999, ,          -0.4,      13.60528, ,          -0.4,       10.3003, ,          -0.4,      11.39582, , 
         -0.2,      12.62975, ,          -0.2,      13.39563, ,          -0.2,      13.61875, ,          -0.2,      10.29749, ,          -0.2,      11.42178, , 
            0,       12.6626, ,             0,      13.41692, ,             0,      13.63025, ,             0,      10.28355, ,             0,      11.43996, , 
          0.2,      12.68382, ,           0.2,      13.43309, ,           0.2,      13.63303, ,           0.2,      10.25685, ,           0.2,      11.45098, , 
          0.4,      12.69467, ,           0.4,      13.42341, ,           0.4,      13.61777, ,           0.4,      10.21203, ,           0.4,      11.45538, , 
          0.6,       12.6966, ,           0.6,      13.41656, ,           0.6,       13.6111, ,           0.6,       10.1653, ,           0.6,      11.45332, , 
          0.8,      12.69123, ,           0.8,      13.40562, ,           0.8,      13.59353, ,           0.8,      10.11279, ,           0.8,      11.44563, , 
            1,      12.67956, ,             1,      13.38784, ,             1,      13.56999, ,             1,      10.05667, ,             1,      11.43265, , 
          1.2,      12.66256, ,           1.2,      13.36258, ,           1.2,      13.54269, ,           1.2,      9.998939, ,           1.2,      11.41468, , 
          1.4,      12.64119, ,           1.4,      13.33117, ,           1.4,      13.50758, ,           1.4,      9.939929, ,           1.4,      11.39174, , 
          1.6,      12.61593, ,           1.6,      13.29522, ,           1.6,      13.46631, ,           1.6,      9.880426, ,           1.6,      11.36423, , 
          1.8,      12.58698, ,           1.8,      13.25451, ,           1.8,      13.42032, ,           1.8,      9.820467, ,           1.8,       11.3322, , 
            2,       12.5545, ,             2,      13.20917, ,             2,      13.36925, ,             2,       9.75958, ,             2,      11.29589, , 
          2.2,      12.51847, ,           2.2,       13.1591, ,           2.2,      13.31351, ,           2.2,      9.697705, ,           2.2,        11.255, , 
          2.4,      12.47928, ,           2.4,      13.10421, ,           2.4,      13.25317, ,           2.4,      9.634624, ,           2.4,      11.20982, , 
          2.6,      12.43656, ,           2.6,      13.04517, ,           2.6,       13.1883, ,           2.6,      9.570237, ,           2.6,      11.16026, , 
          2.8,      12.39046, ,           2.8,      12.98194, ,           2.8,      13.11937, ,           2.8,      9.504389, ,           2.8,      11.10617, , 
            3,      12.34095, ,             3,      12.91484, ,             3,      13.04665, ,             3,       9.43637, ,             3,      11.04716, , 
          3.2,      12.28813, ,           3.2,      12.84415, ,           3.2,      12.97038, ,           3.2,      9.365709, ,           3.2,      10.98256, , 
          3.4,      12.23211, ,           3.4,      12.76992, , , , ,           3.4,      9.291989, ,           3.4,      10.91155, , 
          3.6,      12.17284, ,           3.6,      12.69261, , , , ,           3.6,      9.214189, ,           3.6,      10.83196, , 

