Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      4.899374, ,            -2,       4.66853, ,            -2,      4.571029, ,            -2,      5.722976, ,            -2,      5.261972, , 
         -1.8,      4.835495, ,          -1.8,      4.590214, ,          -1.8,      4.491663, ,          -1.8,      5.681733, ,          -1.8,      5.213271, , 
         -1.6,      4.776205, ,          -1.6,      4.516768, ,          -1.6,      4.417386, ,          -1.6,      5.646243, ,          -1.6,      5.170171, , 
         -1.4,      4.722063, ,          -1.4,      4.448254, ,          -1.4,      4.349514, ,          -1.4,      5.616335, ,          -1.4,      5.132521, , 
         -1.2,      4.673214, ,          -1.2,      4.393028, ,          -1.2,      4.298477, ,          -1.2,      5.591853, ,          -1.2,      5.099905, , 
           -1,      4.630597, ,            -1,      4.351154, ,            -1,      4.264097, ,            -1,      5.572493, ,            -1,      5.072149, , 
         -0.8,      4.594807, ,          -0.8,       4.31453, ,          -0.8,      4.233938, ,          -0.8,       5.55816, ,          -0.8,      5.048903, , 
         -0.6,      4.566128, ,          -0.6,      4.299545, ,          -0.6,      4.223204, ,          -0.6,      5.549043, ,          -0.6,      5.029945, , 
         -0.4,      4.543756, ,          -0.4,      4.277439, ,          -0.4,      4.203732, ,          -0.4,      5.545154, ,          -0.4,      5.014944, , 
         -0.2,      4.527129, ,          -0.2,      4.269279, ,          -0.2,      4.199587, ,          -0.2,      5.546663, ,          -0.2,      5.003602, , 
            0,      4.515433, ,             0,      4.262531, ,             0,      4.196057, ,             0,      5.554131, ,             0,      4.995691, , 
          0.2,      4.507908, ,           0.2,      4.257419, ,           0.2,      4.195205, ,           0.2,      5.568498, ,           0.2,       4.99091, , 
          0.4,      4.504071, ,           0.4,      4.260478, ,           0.4,      4.199889, ,           0.4,      5.592787, ,           0.4,      4.989001, , 
          0.6,      4.503389, ,           0.6,      4.262645, ,           0.6,       4.20194, ,           0.6,      5.618333, ,           0.6,      4.989895, , 
          0.8,      4.505287, ,           0.8,      4.266109, ,           0.8,      4.207353, ,           0.8,      5.647318, ,           0.8,       4.99323, , 
            1,      4.509416, ,             1,      4.271756, ,             1,      4.214625, ,             1,      5.678622, ,             1,      4.998871, , 
          1.2,      4.515445, ,           1.2,        4.2798, ,           1.2,      4.223089, ,           1.2,      5.711195, ,           1.2,      5.006701, , 
          1.4,       4.52305, ,           1.4,      4.289848, ,           1.4,      4.234026, ,           1.4,      5.744875, ,           1.4,      5.016731, , 
          1.6,      4.532068, ,           1.6,      4.301404, ,           1.6,      4.246955, ,           1.6,      5.779238, ,           1.6,      5.028814, , 
          1.8,      4.542445, ,           1.8,      4.314563, ,           1.8,      4.261454, ,           1.8,      5.814283, ,           1.8,      5.042952, , 
            2,       4.55415, ,             2,      4.329317, ,             2,      4.277672, ,             2,      5.850305, ,             2,      5.059078, , 
          2.2,      4.567202, ,           2.2,      4.345727, ,           2.2,      4.295516, ,           2.2,      5.887371, ,           2.2,      5.077363, , 
          2.4,      4.581485, ,           2.4,      4.363862, ,           2.4,      4.314999, ,           2.4,      5.925644, ,           2.4,      5.097721, , 
          2.6,      4.597154, ,           2.6,      4.383534, ,           2.6,      4.336144, ,           2.6,      5.965224, ,           2.6,      5.120235, , 
          2.8,      4.614182, ,           2.8,        4.4048, ,           2.8,      4.358837, ,           2.8,      6.006251, ,           2.8,      5.145041, , 
            3,      4.632615, ,             3,      4.427597, ,             3,      4.383039, ,             3,      6.049225, ,             3,      5.172375, , 
          3.2,      4.652442, ,           3.2,      4.451867, ,           3.2,       4.40871, ,           3.2,      6.094523, ,           3.2,      5.202631, , 
          3.4,      4.673652, ,           3.4,       4.47764, , , , ,           3.4,      6.142507, ,           3.4,      5.236301, , 
          3.6,       4.69631, ,           3.6,        4.5048, , , , ,           3.6,      6.193969, ,           3.6,      5.274562, , 

