Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,     0.9310906, ,            -2,     0.8806448, ,            -2,      1.008647, , 
         -1.8,     0.9094143, ,          -1.8,     0.8565569, ,          -1.8,     0.9896846, , 
         -1.6,      0.889297, ,          -1.6,     0.8340234, ,          -1.6,     0.9723071, , 
         -1.4,     0.8708144, ,          -1.4,     0.8154232, ,          -1.4,      0.956393, , 
         -1.2,     0.8540843, ,          -1.2,     0.7992281, ,          -1.2,     0.9418305, , 
           -1,     0.8392428, ,            -1,     0.7859948, ,            -1,     0.9285365, , 
         -0.8,     0.8261127, ,          -0.8,     0.7745421, ,          -0.8,     0.9163946, , 
         -0.6,     0.8145916, ,          -0.6,     0.7641269, ,          -0.6,     0.9053186, , 
         -0.4,      0.804442, ,          -0.4,     0.7566707, ,          -0.4,     0.8952096, , 
         -0.2,     0.7954647, ,          -0.2,      0.748281, ,          -0.2,     0.8859929, , 
            0,     0.7874594, ,             0,     0.7419138, ,             0,     0.8775793, , 
          0.2,     0.7802931, ,           0.2,     0.7355933, ,           0.2,     0.8699066, , 
          0.4,     0.7738163, ,           0.4,     0.7299288, ,           0.4,     0.8629224, , 
          0.6,     0.7679373, ,           0.6,     0.7246923, ,           0.6,     0.8565654, , 
          0.8,     0.7625537, ,           0.8,     0.7200806, ,           0.8,     0.8507727, , 
            1,     0.7576125, ,             1,     0.7158758, ,             1,     0.8455231, , 
          1.2,     0.7530589, ,           1.2,     0.7120703, ,           1.2,     0.8407945, , 
          1.4,     0.7488595, ,           1.4,     0.7086426, ,           1.4,     0.8365614, , 
          1.6,     0.7450047, ,           1.6,     0.7056044, ,           1.6,     0.8328093, , 
          1.8,     0.7414904, ,           1.8,     0.7029395, ,           1.8,     0.8295208, , 
            2,        0.7383, ,             2,      0.700662, ,             2,     0.8266925, , 
          2.2,     0.7354272, ,           2.2,     0.6987493, ,           2.2,     0.8243257, , 
          2.4,     0.7328811, ,           2.4,     0.6971859, ,           2.4,     0.8224364, , 
          2.6,     0.7306588, ,           2.6,       0.69596, ,           2.6,     0.8210302, , 
          2.8,     0.7287546, ,           2.8,     0.6950429, ,           2.8,     0.8201282, , 
            3,     0.7271608, ,             3,     0.6944582, ,             3,     0.8198057, , 
          3.2,     0.7258727, ,           3.2,     0.6941583, ,           3.2,     0.8202201, , 

