Alpha,T1-15.8 m/s-VLM2, , 
           -2,     0.8124068, , 
         -1.8,     0.8280969, , 
         -1.6,     0.8437694, , 
         -1.4,      0.859424, , 
         -1.2,     0.8750603, , 
           -1,     0.8906779, , 
         -0.8,     0.9062763, , 
         -0.6,     0.9218551, , 
         -0.4,      0.937414, , 
         -0.2,     0.9529526, , 
            0,     0.9684704, , 
          0.2,     0.9839671, , 
          0.4,     0.9994422, , 
          0.6,      1.014895, , 
          0.8,      1.030326, , 
            1,      1.045734, , 
          1.2,      1.061119, , 
          1.4,      1.076481, , 
          1.6,      1.091818, , 
          1.8,      1.107131, , 
            2,       1.12242, , 
          2.2,      1.137683, , 
          2.4,      1.152921, , 
          2.6,      1.168133, , 
          2.8,      1.183319, , 
            3,      1.198478, , 
          3.2,      1.213611, , 

