Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,       4.61052, ,            -2,      4.361718, ,            -2,      4.992692, , 
         -1.8,      4.546645, ,          -1.8,      4.283397, ,          -1.8,      4.946049, , 
         -1.6,      4.488102, ,          -1.6,      4.210183, ,          -1.6,       4.90508, , 
         -1.4,      4.435537, ,          -1.4,      4.154421, ,          -1.4,      4.869433, , 
         -1.2,      4.389821, ,          -1.2,       4.10887, ,          -1.2,      4.838776, , 
           -1,      4.351933, ,            -1,      4.076776, ,            -1,      4.812899, , 
         -0.8,       4.32124, ,          -0.8,      4.052412, ,          -0.8,      4.791397, , 
         -0.6,      4.297462, ,          -0.6,      4.032137, ,          -0.6,         4.774, , 
         -0.4,       4.27958, ,          -0.4,      4.026302, ,          -0.4,      4.760351, , 
         -0.2,      4.266732, ,          -0.2,      4.014501, ,          -0.2,        4.7502, , 
            0,      4.258012, ,             0,      4.012563, ,             0,      4.743206, , 
          0.2,      4.252841, ,           0.2,      4.010032, ,           0.2,      4.739151, , 
          0.4,      4.250523, ,           0.4,      4.010262, ,           0.4,      4.737863, , 
          0.6,      4.250655, ,           0.6,      4.012092, ,           0.6,      4.739106, , 
          0.8,      4.252756, ,           0.8,      4.016682, ,           0.8,      4.742624, , 
            1,      4.256603, ,             1,        4.0229, ,             1,      4.748381, , 
          1.2,      4.261952, ,           1.2,      4.030762, ,           1.2,      4.756333, , 
          1.4,      4.268671, ,           1.4,      4.040206, ,           1.4,      4.766409, , 
          1.6,      4.276759, ,           1.6,      4.051352, ,           1.6,      4.778596, , 
          1.8,      4.286241, ,           1.8,      4.064162, ,           1.8,      4.792862, , 
            2,      4.297071, ,             2,      4.078768, ,             2,       4.80925, , 
          2.2,      4.309257, ,           2.2,      4.095092, ,           2.2,       4.82783, , 
          2.4,      4.322897, ,           2.4,       4.11309, ,           2.4,      4.848756, , 
          2.6,      4.338019, ,           2.6,      4.132739, ,           2.6,      4.872124, , 
          2.8,      4.354631, ,           2.8,      4.153911, ,           2.8,      4.898119, , 
            3,       4.37273, ,             3,      4.176788, ,             3,      4.927255, , 
          3.2,      4.392328, ,           3.2,      4.201123, ,           3.2,      4.960547, , 

