Alpha,T1-15.8 m/s-VLM2, , 
           -2,      5.311485, , 
         -1.8,      5.247495, , 
         -1.6,      5.188011, , 
         -1.4,      5.133178, , 
         -1.2,      5.082728, , 
           -1,      5.036818, , 
         -0.8,      4.996108, , 
         -0.6,      4.961103, , 
         -0.4,      4.932222, , 
         -0.2,      4.909487, , 
            0,      4.892553, , 
          0.2,      4.880621, , 
          0.4,      4.873107, , 
          0.6,      4.869379, , 
          0.8,      4.869143, , 
            1,      4.871893, , 
          1.2,      4.877363, , 
          1.4,      4.885101, , 
          1.6,        4.8948, , 
          1.8,      4.906112, , 
            2,      4.918878, , 
          2.2,      4.933008, , 
          2.4,      4.948404, , 
          2.6,      4.965069, , 
          2.8,      4.982957, , 
            3,      5.002028, , 
          3.2,      5.022404, , 
          3.4,      5.044033, , 
          3.6,      5.066988, , 
          3.8,      5.091181, , 
            4,      5.116633, , 

