Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      1.365959, ,            -1,      1.273307, ,            -1,      1.253539, ,            -1,      1.839296, ,            -1,      1.607726, , 
         -0.8,      1.311515, ,          -0.8,      1.223845, ,          -0.8,       1.20511, ,          -0.8,      1.761719, ,          -0.8,      1.543224, , 
         -0.6,      1.265111, ,          -0.6,      1.181581, ,          -0.6,      1.163149, ,          -0.6,      1.692994, ,          -0.6,      1.486721, , 
         -0.4,      1.225275, ,          -0.4,      1.144789, ,          -0.4,      1.127496, ,          -0.4,      1.631871, ,          -0.4,      1.436815, , 
         -0.2,      1.190894, ,          -0.2,      1.113747, ,          -0.2,       1.09651, ,          -0.2,      1.577367, ,          -0.2,      1.392466, , 
            0,      1.160943, ,             0,      1.086719, ,             0,      1.070047, ,             0,      1.528568, ,             0,      1.352903, , 
          0.2,       1.13464, ,           0.2,      1.063215, ,           0.2,      1.047213, ,           0.2,       1.48476, ,           0.2,      1.317492, , 
          0.4,      1.111336, ,           0.4,      1.042626, ,           0.4,      1.027091, ,           0.4,      1.445356, ,           0.4,      1.285728, , 
          0.6,       1.09057, ,           0.6,      1.024781, ,           0.6,      1.009693, ,           0.6,      1.409903, ,           0.6,      1.257172, , 
          0.8,      1.072021, ,           0.8,      1.009038, ,           0.8,     0.9945494, ,           0.8,      1.378035, ,           0.8,      1.231482, , 
            1,       1.05542, ,             1,     0.9950512, ,             1,     0.9811528, ,             1,      1.349216, ,             1,      1.208322, , 
          1.2,      1.040567, ,           1.2,     0.9826054, ,           1.2,     0.9692576, ,           1.2,      1.323117, ,           1.2,      1.187425, , 
          1.4,       1.02729, ,           1.4,     0.9715309, ,           1.4,      0.958697, ,           1.4,      1.299464, ,           1.4,      1.168559, , 
          1.6,      1.015426, ,           1.6,     0.9616985, ,           1.6,     0.9493374, ,           1.6,      1.278008, ,           1.6,      1.151538, , 
          1.8,      1.004828, ,           1.8,     0.9529777, ,           1.8,     0.9410525, ,           1.8,      1.258564, ,           1.8,      1.136173, , 
            2,     0.9953737, ,             2,     0.9452613, ,             2,     0.9337427, ,             2,      1.240951, ,             2,      1.122309, , 
          2.2,       0.98696, ,           2.2,     0.9384609, ,           2.2,     0.9273173, ,           2.2,      1.225011, ,           2.2,      1.109817, , 
          2.4,     0.9794936, ,           2.4,     0.9324879, ,           2.4,     0.9216987, ,           2.4,      1.210575, ,           2.4,      1.098565, , 
          2.6,     0.9728909, ,           2.6,     0.9272726, ,           2.6,     0.9168115, ,           2.6,      1.197533, ,           2.6,      1.088451, , 
          2.8,     0.9670837, ,           2.8,     0.9227561, ,           2.8,     0.9125945, ,           2.8,       1.18578, ,           2.8,      1.079395, , 
            3,     0.9620059, ,             3,     0.9188795, ,             3,     0.9089985, ,             3,      1.175217, ,             3,      1.071311, , 
          3.2,     0.9575992, ,           3.2,     0.9155862, ,           3.2,     0.9059645, ,           3.2,      1.165758, ,           3.2,      1.064125, , 
          3.4,     0.9538225, ,           3.4,     0.9128387, ,           3.4,     0.9034562, ,           3.4,      1.157344, ,           3.4,      1.057775, , 
          3.6,     0.9506401, ,           3.6,     0.9106039, ,           3.6,     0.9014466, ,           3.6,      1.149916, ,           3.6,      1.052207, , 
          3.8,     0.9480046, ,           3.8,     0.9088443, ,           3.8,     0.8998964, ,           3.8,        1.1434, ,           3.8,      1.047367, , 
            4,     0.9459189, ,             4,     0.9075718, ,             4,     0.8988171, ,             4,      1.137791, ,             4,      1.043251, , 
          4.2,     0.9443712, ,           4.2,     0.9068059, ,           4.2,     0.8982448, ,           4.2,      1.133035, ,           4.2,      1.039827, , 
          4.4,     0.9433963, ,           4.4,      0.906627, ,           4.4,     0.8982813, ,           4.4,      1.129152, ,           4.4,       1.03711, , 
          4.6,     0.9430871, ,           4.6,     0.9072148, ,           4.6,     0.8991207, ,           4.6,      1.126216, ,           4.6,      1.035147, , 
          4.8,      0.943513, ,           4.8,     0.9085873, ,           4.8,     0.9007488, ,           4.8,      1.124239, ,           4.8,      1.033964, , 
            5,     0.9447311, ,             5,      0.910743, ,             5,     0.9031304, ,             5,      1.123167, ,             5,       1.03361, , 
          5.2,     0.9467387, ,           5.2,     0.9136709, ,           5.2,     0.9062569, ,           5.2,      1.123066, ,           5.2,       1.03408, , 
          5.4,     0.9495078, ,           5.4,     0.9173424, ,           5.4,     0.9101661, ,           5.4,      1.123872, ,           5.4,      1.035304, , 
          5.6,     0.9530681, ,           5.6,     0.9218141, ,           5.6,     0.9148391, ,           5.6,      1.125502, ,           5.6,      1.037149, , 
          5.8,     0.9574604, ,           5.8,     0.9270792, ,           5.8,     0.9203285, ,           5.8,      1.128083, ,           5.8,       1.03963, , 

