Alpha,T1-15.8 m/s-VLM2, , 
           -1,      2.415646, , 
         -0.8,      2.312996, , 
         -0.6,      2.223187, , 
         -0.4,      2.144756, , 
         -0.2,      2.075947, , 
            0,      2.015213, , 
          0.2,      1.961466, , 
          0.4,      1.913945, , 
          0.6,      1.871865, , 
          0.8,      1.834855, , 
            1,      1.802217, , 
          1.2,      1.773499, , 
          1.4,       1.74815, , 
          1.6,      1.725648, , 
          1.8,      1.705701, , 
            2,      1.687969, , 
          2.2,      1.672128, , 
          2.4,      1.658024, , 
          2.6,      1.645512, , 
          2.8,      1.634465, , 
            3,      1.624713, , 
          3.2,      1.616143, , 
          3.4,      1.608665, , 
          3.6,       1.60216, , 
          3.8,      1.596524, , 
            4,      1.591675, , 
          4.2,      1.587562, , 
          4.4,      1.584105, , 
          4.6,      1.581257, , 
          4.8,      1.578979, , 
            5,      1.577238, , 
          5.2,       1.57598, , 
          5.4,      1.575186, , 
          5.6,      1.574818, , 
          5.8,      1.574854, , 
            6,      1.575267, , 
          6.2,      1.576035, , 
          6.4,      1.577142, , 
          6.6,      1.578569, , 
          6.8,      1.580303, , 
            7,      1.582342, , 
          7.2,      1.584678, , 
          7.4,      1.587318, , 
          7.6,      1.590284, , 
          7.8,      1.593594, , 
            8,      1.597309, , 

