Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      1.105278, ,            -1,      1.024616, ,            -1,      1.321204, , 
         -0.8,      1.062847, ,          -0.8,     0.9848522, ,          -0.8,      1.266951, , 
         -0.6,      1.026407, ,          -0.6,     0.9512498, ,          -0.6,      1.218998, , 
         -0.4,     0.9944912, ,          -0.4,     0.9225671, ,          -0.4,      1.176423, , 
         -0.2,     0.9662308, ,          -0.2,     0.8979514, ,          -0.2,      1.138504, , 
            0,     0.9410744, ,             0,     0.8762804, ,             0,      1.104648, , 
          0.2,     0.9186282, ,           0.2,     0.8570101, ,           0.2,      1.074334, , 
          0.4,     0.8985769, ,           0.4,     0.8398288, ,           0.4,      1.047133, , 
          0.6,      0.880645, ,           0.6,     0.8244973, ,           0.6,      1.022675, , 
          0.8,     0.8645998, ,           0.8,     0.8108127, ,           0.8,      1.000653, , 
            1,     0.8502381, ,             1,     0.7986086, ,             1,     0.9808195, , 
          1.2,     0.8373675, ,           1.2,     0.7877169, ,           1.2,     0.9629421, , 
          1.4,     0.8258358, ,           1.4,     0.7780028, ,           1.4,     0.9468075, , 
          1.6,     0.8155127, ,           1.6,     0.7693466, ,           1.6,     0.9322598, , 
          1.8,     0.8062818, ,           1.8,     0.7616493, ,           1.8,     0.9191414, , 
            2,     0.7980408, ,             2,     0.7548233, ,             2,       0.90733, , 
          2.2,     0.7907029, ,           2.2,     0.7487871, ,           2.2,     0.8967167, , 
          2.4,     0.7841963, ,           2.4,     0.7434774, ,           2.4,     0.8872059, , 
          2.6,     0.7784591, ,           2.6,     0.7388332, ,           2.6,     0.8787119, , 
          2.8,     0.7734256, ,           2.8,     0.7348018, ,           2.8,     0.8711458, , 
            3,     0.7690556, ,             3,     0.7313496, ,             3,     0.8644646, , 
          3.2,     0.7653137, ,           3.2,     0.7284482, ,           3.2,     0.8586124, , 
          3.4,     0.7621959, ,           3.4,     0.7261169, ,           3.4,     0.8535742, , 
          3.6,     0.7597405, ,           3.6,     0.7244468, ,           3.6,     0.8493646, , 
          3.8,     0.7580105, ,           3.8,     0.7235839, ,           3.8,     0.8459965, , 
            4,     0.7571264, ,             4,     0.7236338, ,             4,     0.8435386, , 
          4.2,     0.7571762, ,           4.2,      0.724613, ,           4.2,     0.8420631, , 
          4.4,     0.7581661, ,           4.4,     0.7265274, ,           4.4,     0.8415555, , 
          4.6,     0.7601984, ,           4.6,     0.7295839, ,           4.6,     0.8419949, , 
          4.8,     0.7633975, ,           4.8,     0.7340731, ,           4.8,     0.8432739, , 

