Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.3798723, , 
         -0.8,      0.392922, , 
         -0.6,     0.4059625, , 
         -0.4,     0.4189933, , 
         -0.2,     0.4320141, , 
            0,     0.4450244, , 
          0.2,      0.458024, , 
          0.4,     0.4710123, , 
          0.6,      0.483989, , 
          0.8,     0.4969538, , 
            1,     0.5099061, , 
          1.2,     0.5228457, , 
          1.4,     0.5357721, , 
          1.6,      0.548685, , 
          1.8,     0.5615839, , 
            2,     0.5744686, , 
          2.2,     0.5873385, , 
          2.4,     0.6001934, , 
          2.6,     0.6130328, , 
          2.8,     0.6258563, , 
            3,     0.6386637, , 
          3.2,     0.6514544, , 
          3.4,     0.6642282, , 
          3.6,     0.6769846, , 
          3.8,     0.6897232, , 
            4,     0.7024438, , 
          4.2,     0.7151459, , 
          4.4,     0.7278292, , 
          4.6,     0.7404932, , 
          4.8,     0.7531377, , 
            5,     0.7657622, , 
          5.2,     0.7783664, , 

