Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -4,       1.19769, ,            -4,      1.152032, ,            -4,      1.387503, , 
         -3.8,      1.182257, ,          -3.8,      1.136604, ,          -3.8,      1.372661, , 
         -3.6,       1.16782, ,          -3.6,       1.12211, ,          -3.6,      1.358952, , 
         -3.4,      1.154317, ,          -3.4,      1.108488, ,          -3.4,      1.346329, , 
         -3.2,      1.141698, ,          -3.2,      1.095665, ,          -3.2,      1.334733, , 
           -3,      1.129919, ,            -3,      1.083616, ,            -3,      1.324158, , 
         -2.8,       1.11893, ,          -2.8,      1.072266, ,          -2.8,      1.314525, , 
         -2.6,      1.108698, ,          -2.6,      1.061617, ,          -2.6,      1.305827, , 
         -2.4,      1.099211, ,          -2.4,      1.051634, ,          -2.4,      1.298032, , 
         -2.2,      1.090441, ,          -2.2,      1.042298, ,          -2.2,      1.291156, , 
           -2,      1.082351, ,            -2,      1.033616, ,            -2,      1.285164, , 
         -1.8,       1.07491, ,          -1.8,       1.02549, ,          -1.8,      1.280022, , 
         -1.6,      1.068132, ,          -1.6,      1.017892, ,          -1.6,      1.275735, , 
         -1.4,      1.061994, ,          -1.4,      1.010799, ,          -1.4,      1.272267, , 
         -1.2,      1.056451, ,          -1.2,      1.004204, ,          -1.2,      1.269658, , 
           -1,      1.051547, ,            -1,      0.998079, ,            -1,      1.267869, , 
         -0.8,      1.047244, ,          -0.8,       0.99239, ,          -0.8,      1.266936, , 
         -0.6,      1.043553, ,          -0.6,     0.9871123, ,          -0.6,      1.266836, , 
         -0.4,      1.040453, ,          -0.4,     0.9822688, ,          -0.4,      1.267579, , 
         -0.2,      1.037978, ,          -0.2,     0.9778504, ,          -0.2,      1.269113, , 
            0,      1.036163, ,             0,     0.9738667, ,             0,       1.27148, , 
          0.2,      1.035042, ,           0.2,     0.9703491, ,           0.2,       1.27469, , 
          0.4,      1.034581, ,           0.4,      0.967284, ,           0.4,      1.278793, , 
          0.6,      1.034789, ,           0.6,     0.9647214, ,           0.6,      1.283824, , 
          0.8,      1.035676, ,           0.8,     0.9626534, ,           0.8,      1.289693, , 
            1,      1.037264, ,             1,     0.9611688, ,             1,      1.296615, , 
          1.2,      1.039442, ,           1.2,     0.9602412, ,           1.2,      1.304746, , 
          1.4,        1.0422, ,           1.4,     0.9598942, ,           1.4,       1.31448, , 
          1.6,      1.045539, ,           1.6,     0.9602518, ,           1.6,      1.324674, , 
          1.8,      1.049433, ,           1.8,     0.9611949, ,           1.8,      1.336493, , 
            2,      1.053856, ,             2,     0.9628244, ,             2,      1.350152, , 
          2.2,      1.058746, ,           2.2,     0.9651574, ,           2.2,      1.366233, , 
          2.4,      1.064142, ,           2.4,     0.9681777, ,           2.4,      1.382608, , 
          2.6,      1.070009, ,           2.6,      0.972007, ,           2.6,      1.397968, , 
          2.8,      1.076459, ,           2.8,     0.9768081, ,           2.8,       1.41248, , 
            3,      1.083509, ,             3,     0.9829902, ,             3,      1.426526, , 
          3.2,       1.09144, ,           3.2,     0.9907625, ,           3.2,      1.440827, , 
          3.4,      1.101198, ,           3.4,      1.000874, ,           3.4,      1.457929, , 
          3.6,      1.110808, ,           3.6,      1.012853, , , , , 
, , ,           3.8,       1.02466, , , , , 
, , ,             4,       1.03646, , , , , 
, , ,           4.2,      1.047998, , , , , 

