Alpha,T1-15.8 m/s-VLM2, , 
           -4,     0.9712175, , 
         -3.8,     0.9868938, , 
         -3.6,      1.002549, , 
         -3.4,      1.018184, , 
         -3.2,      1.033797, , 
           -3,      1.049388, , 
         -2.8,      1.064957, , 
         -2.6,      1.080503, , 
         -2.4,      1.096026, , 
         -2.2,      1.111525, , 
           -2,         1.127, , 
         -1.8,      1.142451, , 
         -1.6,      1.157877, , 
         -1.4,      1.173278, , 
         -1.2,      1.188654, , 
           -1,      1.204003, , 
         -0.8,      1.219326, , 
         -0.6,      1.234622, , 
         -0.4,      1.249892, , 
         -0.2,      1.265133, , 
            0,      1.280347, , 
          0.2,      1.295532, , 
          0.4,      1.310688, , 
          0.6,      1.325816, , 
          0.8,      1.340913, , 
            1,      1.355981, , 
          1.2,      1.371019, , 
          1.4,      1.386026, , 
          1.6,      1.401002, , 
          1.8,      1.415946, , 
            2,      1.430859, , 
          2.2,       1.44574, , 
          2.4,      1.460588, , 
          2.6,      1.475403, , 
          2.8,      1.490185, , 
            3,      1.504933, , 
          3.2,      1.519647, , 

