Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -4,     0.8481154, ,            -4,     0.8481154, ,            -4,     0.8481154, ,            -4,     0.8481154, ,            -4,     0.8481154, , 
         -3.8,     0.8613537, ,          -3.8,     0.8613537, ,          -3.8,     0.8613537, ,          -3.8,     0.8613537, ,          -3.8,     0.8613537, , 
         -3.6,     0.8745711, ,          -3.6,     0.8745711, ,          -3.6,     0.8745711, ,          -3.6,     0.8745711, ,          -3.6,     0.8745711, , 
         -3.4,     0.8877673, ,          -3.4,     0.8877673, ,          -3.4,     0.8877673, ,          -3.4,     0.8877673, ,          -3.4,     0.8877673, , 
         -3.2,     0.9009419, ,          -3.2,     0.9009419, ,          -3.2,     0.9009419, ,          -3.2,     0.9009419, ,          -3.2,     0.9009419, , 
           -3,     0.9140943, ,            -3,     0.9140943, ,            -3,     0.9140943, ,            -3,     0.9140943, ,            -3,     0.9140943, , 
         -2.8,     0.9272243, ,          -2.8,     0.9272243, ,          -2.8,     0.9272243, ,          -2.8,     0.9272243, ,          -2.8,     0.9272243, , 
         -2.6,     0.9403314, ,          -2.6,     0.9403314, ,          -2.6,     0.9403314, ,          -2.6,     0.9403314, ,          -2.6,     0.9403314, , 
         -2.4,     0.9534153, ,          -2.4,     0.9534153, ,          -2.4,     0.9534153, ,          -2.4,     0.9534153, ,          -2.4,     0.9534153, , 
         -2.2,     0.9664754, ,          -2.2,     0.9664754, ,          -2.2,     0.9664754, ,          -2.2,     0.9664754, ,          -2.2,     0.9664754, , 
           -2,     0.9795115, ,            -2,     0.9795115, ,            -2,     0.9795115, ,            -2,     0.9795115, ,            -2,     0.9795115, , 
         -1.8,     0.9925231, ,          -1.8,     0.9925231, ,          -1.8,     0.9925231, ,          -1.8,     0.9925231, ,          -1.8,     0.9925231, , 
         -1.6,       1.00551, ,          -1.6,       1.00551, ,          -1.6,       1.00551, ,          -1.6,       1.00551, ,          -1.6,       1.00551, , 
         -1.4,      1.018471, ,          -1.4,      1.018471, ,          -1.4,      1.018471, ,          -1.4,      1.018471, ,          -1.4,      1.018471, , 
