Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -4,      6.160827, ,            -4,      5.927668, ,            -4,      7.127841, , 
         -3.8,      6.130262, ,          -3.8,      5.895242, ,          -3.8,      7.108143, , 
         -3.6,      6.103164, ,          -3.6,      5.865977, ,          -3.6,      7.092577, , 
         -3.4,      6.079355, ,          -3.4,      5.839692, ,          -3.4,      7.081066, , 
         -3.2,      6.058705, ,          -3.2,      5.816129, ,          -3.2,      7.073461, , 
           -3,      6.041113, ,            -3,      5.795273, ,            -3,      7.069863, , 
         -2.8,      6.026423, ,          -2.8,      5.776837, ,          -2.8,          7.07, , 
         -2.6,      6.014581, ,          -2.6,      5.760926, ,          -2.6,      7.073959, , 
         -2.4,      6.005617, ,          -2.4,      5.747454, ,          -2.4,      7.081689, , 
         -2.2,      5.999482, ,          -2.2,      5.736411, ,          -2.2,      7.093406, , 
           -2,      5.996072, ,            -2,       5.72792, ,            -2,      7.109022, , 
         -1.8,      5.995303, ,          -1.8,      5.721535, ,          -1.8,      7.128476, , 
         -1.6,      5.997342, ,          -1.6,      5.717171, ,          -1.6,      7.151888, , 
         -1.4,      6.002143, ,          -1.4,      5.714762, ,          -1.4,      7.179168, , 
         -1.2,      6.009537, ,          -1.2,      5.714353, ,          -1.2,      7.210641, , 
           -1,      6.019845, ,            -1,      5.715834, ,            -1,      7.246179, , 
         -0.8,      6.032928, ,          -0.8,       5.71908, ,          -0.8,      7.286085, , 
         -0.6,      6.048927, ,          -0.6,      5.724002, ,          -0.6,      7.330326, , 
         -0.4,      6.067786, ,          -0.4,      5.730786, ,          -0.4,      7.379045, , 
         -0.2,      6.089776, ,          -0.2,      5.739434, ,          -0.2,      7.432034, , 
            0,      6.115168, ,             0,      5.750053, ,             0,      7.489621, , 
          0.2,      6.144241, ,           0.2,      5.762881, ,           0.2,      7.551945, , 
          0.4,       6.17687, ,           0.4,      5.777893, ,           0.4,        7.6194, , 
          0.6,      6.213174, ,           0.6,      5.795437, ,           0.6,       7.69226, , 
          0.8,       6.25329, ,           0.8,      5.815524, ,           0.8,      7.770094, , 
            1,      6.297415, ,             1,      5.838742, ,             1,      7.854259, , 
          1.2,      6.344943, ,           1.2,      5.864995, ,           1.2,      7.945791, , 
          1.4,       6.39588, ,           1.4,      5.894485, ,           1.4,      8.047179, , 
          1.6,      6.450286, ,           1.6,      5.928031, ,           1.6,      8.151616, , 
          1.8,      6.508055, ,           1.8,       5.96497, ,           1.8,      8.266248, , 
            2,      6.569074, ,             2,      6.005983, ,             2,      8.392529, , 
          2.2,      6.633017, ,           2.2,      6.051243, ,           2.2,      8.534179, , 
          2.4,      6.700155, ,           2.4,      6.100717, ,           2.4,      8.678234, , 
          2.6,      6.770328, ,           2.6,      6.155231, ,           2.6,      8.816591, , 
          2.8,      6.844269, ,           2.8,      6.215886, ,           2.8,      8.950184, , 
            3,      6.922144, ,             3,      6.285365, ,             3,      9.081336, , 
          3.2,      7.005782, ,           3.2,      6.365118, ,           3.2,      9.214535, , 
          3.4,      7.101293, ,           3.4,      6.460077, ,           3.4,       9.36586, , 
          3.6,      7.196168, ,           3.6,      6.567393, , , , , 
, , ,           3.8,      6.674058, , , , , 
, , ,             4,      6.781126, , , , , 
, , ,           4.2,      6.886914, , , , , 

