Alpha,T1-15.8 m/s-VLM2, , 
           -4,      1.078808, , 
         -3.8,      1.064636, , 
         -3.6,      1.051386, , 
         -3.4,      1.039007, , 
         -3.2,      1.027446, , 
           -3,      1.016665, , 
         -2.8,      1.006635, , 
         -2.6,     0.9973319, , 
         -2.4,     0.9887297, , 
         -2.2,     0.9807835, , 
           -2,     0.9734907, , 
         -1.8,     0.9668589, , 
         -1.6,     0.9608381, , 
         -1.4,     0.9554028, , 
         -1.2,     0.9506239, , 
           -1,     0.9464355, , 
         -0.8,     0.9428666, , 
         -0.6,     0.9398704, , 
         -0.4,     0.9375459, , 
         -0.2,     0.9358898, , 
            0,     0.9349408, , 
          0.2,     0.9346615, , 
          0.4,     0.9349863, , 
          0.6,     0.9361158, , 
          0.8,     0.9378742, , 
            1,     0.9402091, , 
          1.2,     0.9431161, , 
          1.4,     0.9466428, , 
          1.6,     0.9506627, , 
          1.8,     0.9552133, , 
            2,     0.9602074, , 
          2.2,     0.9657845, , 
          2.4,     0.9718226, , 
          2.6,     0.9784552, , 
          2.8,     0.9859419, , 
            3,     0.9948811, , 
          3.2,      1.004389, , 

