Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.5636686, , 
         -0.8,     0.5635788, , 
         -0.6,     0.5634787, , 
         -0.4,     0.5633689, , 
         -0.2,     0.5632503, , 
            0,     0.5631233, , 
          0.2,     0.5629885, , 
          0.4,     0.5628463, , 
          0.6,     0.5626971, , 
          0.8,     0.5625412, , 
            1,     0.5623791, , 
          1.2,     0.5622109, , 
          1.4,      0.562037, , 
          1.6,     0.5618575, , 
          1.8,     0.5616727, , 
            2,     0.5614828, , 
          2.2,     0.5612879, , 
          2.4,     0.5610882, , 
          2.6,     0.5608839, , 
          2.8,      0.560675, , 
            3,     0.5604617, , 
          3.2,     0.5602442, , 
          3.4,     0.5600225, , 
          3.6,     0.5597968, , 
          3.8,      0.559567, , 
            4,     0.5593334, , 
          4.2,     0.5590959, , 
          4.4,     0.5588547, , 
          4.6,     0.5586099, , 
          4.8,     0.5583615, , 
            5,     0.5581095, , 
          5.2,     0.5578541, , 
          5.4,     0.5575953, , 
          5.6,     0.5573331, , 
          5.8,     0.5570677, , 
            6,      0.556799, , 
          6.2,     0.5565271, , 
          6.4,     0.5562521, , 
          6.6,      0.555974, , 
          6.8,     0.5556928, , 
            7,     0.5554087, , 
          7.2,     0.5551216, , 
          7.4,     0.5548316, , 
          7.6,     0.5545387, , 
          7.8,      0.554243, , 
            8,     0.5539445, , 
          8.2,     0.5536432, , 
          8.4,     0.5533393, , 
          8.6,     0.5530327, , 
          8.8,     0.5527234, , 
            9,     0.5524116, , 
          9.2,     0.5520972, , 
          9.4,     0.5517803, , 
          9.6,     0.5514609, , 
          9.8,     0.5511391, , 
           10,     0.5508149, , 
         10.2,     0.5504883, , 
         10.4,     0.5501594, , 
         10.6,     0.5498282, , 
         10.8,     0.5494948, , 
           11,     0.5491591, , 
         11.2,     0.5488213, , 
         11.4,     0.5484813, , 
         11.6,     0.5481393, , 
         11.8,     0.5477951, , 
           12,      0.547449, , 

