Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.3003843, ,            -1,     0.3003843, ,            -1,     0.3003843, , 
         -0.8,     0.3092126, ,          -0.8,     0.3092126, ,          -0.8,     0.3092126, , 
         -0.6,     0.3180321, ,          -0.6,     0.3180321, ,          -0.6,     0.3180321, , 
         -0.4,     0.3268425, ,          -0.4,     0.3268425, ,          -0.4,     0.3268425, , 
         -0.2,     0.3356436, ,          -0.2,     0.3356436, ,          -0.2,     0.3356436, , 
            0,      0.344435, ,             0,      0.344435, ,             0,      0.344435, , 
          0.2,     0.3532164, ,           0.2,     0.3532164, ,           0.2,     0.3532164, , 
          0.4,     0.3619873, ,           0.4,     0.3619873, ,           0.4,     0.3619873, , 
          0.6,     0.3707476, ,           0.6,     0.3707476, ,           0.6,     0.3707476, , 
          0.8,     0.3794969, ,           0.8,     0.3794969, ,           0.8,     0.3794969, , 
            1,     0.3882348, ,             1,     0.3882348, ,             1,     0.3882348, , 
          1.2,     0.3969611, ,           1.2,     0.3969611, ,           1.2,     0.3969611, , 
          1.4,     0.4056753, ,           1.4,     0.4056753, ,           1.4,     0.4056753, , 
          1.6,     0.4143773, ,           1.6,     0.4143773, ,           1.6,     0.4143773, , 
          1.8,     0.4230666, ,           1.8,     0.4230666, ,           1.8,     0.4230666, , 
            2,      0.431743, ,             2,      0.431743, ,             2,      0.431743, , 
          2.2,     0.4404061, ,           2.2,     0.4404061, ,           2.2,     0.4404061, , 
          2.4,     0.4490556, ,           2.4,     0.4490556, ,           2.4,     0.4490556, , 
          2.6,     0.4576912, ,           2.6,     0.4576912, ,           2.6,     0.4576912, , 
          2.8,     0.4663126, ,           2.8,     0.4663126, ,           2.8,     0.4663126, , 
            3,     0.4749194, ,             3,     0.4749194, ,             3,     0.4749194, , 
          3.2,     0.4835114, ,           3.2,     0.4835114, ,           3.2,     0.4835114, , 
          3.4,     0.4920882, ,           3.4,     0.4920882, ,           3.4,     0.4920882, , 
          3.6,     0.5006495, ,           3.6,     0.5006495, ,           3.6,     0.5006495, , 
          3.8,     0.5091951, ,           3.8,     0.5091951, ,           3.8,     0.5091951, , 
            4,     0.5177245, ,             4,     0.5177245, ,             4,     0.5177245, , 
          4.2,     0.5262376, ,           4.2,     0.5262376, ,           4.2,     0.5262376, , 
          4.4,     0.5347339, ,           4.4,     0.5347339, ,           4.4,     0.5347339, , 
          4.6,     0.5432133, ,           4.6,     0.5432133, ,           4.6,     0.5432133, , 
          4.8,     0.5516753, ,           4.8,     0.5516753, ,           4.8,     0.5516753, , 
            5,     0.5601197, ,             5,     0.5601197, ,             5,     0.5601197, , 
          5.2,     0.5685461, ,           5.2,     0.5685461, ,           5.2,     0.5685461, , 
          5.4,     0.5769544, ,           5.4,     0.5769544, ,           5.4,     0.5769544, , 
          5.6,     0.5853441, ,           5.6,     0.5853441, ,           5.6,     0.5853441, , 
          5.8,      0.593715, ,           5.8,      0.593715, ,           5.8,      0.593715, , 
            6,     0.6020668, ,             6,     0.6020668, ,             6,     0.6020668, , 
          6.2,     0.6103992, ,           6.2,     0.6103992, ,           6.2,     0.6103992, , 
          6.4,     0.6187119, ,           6.4,     0.6187119, ,           6.4,     0.6187119, , 
          6.6,     0.6270046, ,           6.6,     0.6270046, ,           6.6,     0.6270046, , 
          6.8,      0.635277, ,           6.8,      0.635277, ,           6.8,      0.635277, , 
            7,     0.6435289, ,             7,     0.6435289, ,             7,     0.6435289, , 
          7.2,     0.6517599, ,           7.2,     0.6517599, ,           7.2,     0.6517599, , 
          7.4,     0.6599698, ,           7.4,     0.6599698, ,           7.4,     0.6599698, , 
          7.6,     0.6681582, ,           7.6,     0.6681582, ,           7.6,     0.6681582, , 
          7.8,      0.676325, ,           7.8,      0.676325, ,           7.8,      0.676325, , 
            8,     0.6844698, ,             8,     0.6844698, ,             8,     0.6844698, , 
          8.2,     0.6925924, ,           8.2,     0.6925924, ,           8.2,     0.6925924, , 
          8.4,     0.7006924, ,           8.4,     0.7006924, ,           8.4,     0.7006924, , 
          8.6,     0.7087697, ,           8.6,     0.7087697, ,           8.6,     0.7087697, , 
          8.8,     0.7168238, ,           8.8,     0.7168238, ,           8.8,     0.7168238, , 
            9,     0.7248547, ,             9,     0.7248547, ,             9,     0.7248547, , 
          9.2,     0.7328619, ,           9.2,     0.7328619, ,           9.2,     0.7328619, , 
          9.4,     0.7408452, ,           9.4,     0.7408452, ,           9.4,     0.7408452, , 
          9.6,     0.7488044, ,           9.6,     0.7488044, ,           9.6,     0.7488044, , 
          9.8,     0.7567393, ,           9.8,     0.7567393, ,           9.8,     0.7567393, , 
           10,     0.7646494, ,            10,     0.7646494, ,            10,     0.7646494, , 
         10.2,     0.7725347, ,          10.2,     0.7725347, ,          10.2,     0.7725347, , 
         10.4,     0.7803947, ,          10.4,     0.7803947, ,          10.4,     0.7803947, , 
         10.6,     0.7882294, ,          10.6,     0.7882294, ,          10.6,     0.7882294, , 
         10.8,     0.7960384, ,          10.8,     0.7960384, ,          10.8,     0.7960384, , 
           11,     0.8038214, ,            11,     0.8038214, ,            11,     0.8038214, , 
         11.2,     0.8115783, ,          11.2,     0.8115783, ,          11.2,     0.8115783, , 
         11.4,     0.8193088, ,          11.4,     0.8193088, ,          11.4,     0.8193088, , 
         11.6,     0.8270125, ,          11.6,     0.8270125, ,          11.6,     0.8270125, , 
         11.8,     0.8346894, ,          11.8,     0.8346894, ,          11.8,     0.8346894, , 

