Alpha,T1-15.8 m/s-VLM2, , 
           -1,      3.616245, , 
         -0.8,      3.576189, , 
         -0.6,      3.543963, , 
         -0.4,      3.518471, , 
         -0.2,      3.498738, , 
            0,      3.483806, , 
          0.2,      3.473413, , 
          0.4,      3.467375, , 
          0.6,      3.465011, , 
          0.8,      3.465799, , 
            1,      3.469431, , 
          1.2,      3.475623, , 
          1.4,       3.48422, , 
          1.6,      3.495137, , 
          1.8,      3.508204, , 
            2,      3.523151, , 
          2.2,      3.539804, , 
          2.4,      3.558037, , 
          2.6,      3.577729, , 
          2.8,      3.598818, , 
            3,      3.621318, , 
          3.2,      3.645067, , 
          3.4,      3.669963, , 
          3.6,      3.695954, , 
          3.8,      3.722936, , 
            4,      3.750879, , 
          4.2,      3.779726, , 
          4.4,      3.809419, , 
          4.6,      3.839932, , 
          4.8,      3.871236, , 
            5,      3.903309, , 
          5.2,      3.936156, , 
          5.4,       3.96981, , 
          5.6,       4.00424, , 
          5.8,      4.039446, , 

