Alpha,T1-15.8 m/s-VLM2, , 
           -1,      4.643871, , 
         -0.8,       4.57864, , 
         -0.6,      4.527122, , 
         -0.4,      4.486481, , 
         -0.2,      4.455039, , 
            0,      4.431282, , 
          0.2,      4.414135, , 
          0.4,      4.402796, , 
          0.6,      4.396423, , 
          0.8,      4.394564, , 
            1,       4.39699, , 
          1.2,      4.403157, , 
          1.4,      4.412469, , 
          1.6,      4.424686, , 
          1.8,      4.439583, , 
            2,      4.457035, , 
          2.2,      4.476865, , 
          2.4,      4.498951, , 
          2.6,      4.522961, , 
          2.8,      4.548804, , 
            3,      4.576208, , 
          3.2,      4.605125, , 
          3.4,      4.635448, , 
          3.6,      4.667106, , 
          3.8,        4.7001, , 
            4,      4.734305, , 
          4.2,      4.769584, , 
          4.4,      4.805906, , 
          4.6,      4.843162, , 
          4.8,      4.881301, , 
            5,      4.920293, , 
          5.2,      4.960052, , 
          5.4,      5.000579, , 
          5.6,      5.041793, , 
          5.8,      5.083689, , 
            6,      5.126246, , 
          6.2,      5.169452, , 
          6.4,      5.213294, , 
          6.6,       5.25775, , 
          6.8,      5.302751, , 
            7,      5.348309, , 
          7.2,      5.394361, , 
          7.4,      5.440926, , 
          7.6,      5.487956, , 
          7.8,      5.535482, , 
            8,      5.583481, , 

