Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.4798179, , 
         -0.8,       0.49529, , 
         -0.6,     0.5107518, , 
         -0.4,      0.526203, , 
         -0.2,     0.5416431, , 
            0,     0.5570719, , 
          0.2,     0.5724888, , 
          0.4,     0.5878934, , 
          0.6,     0.6032855, , 
          0.8,     0.6186646, , 
            1,     0.6340304, , 
          1.2,     0.6493823, , 
          1.4,     0.6647201, , 
          1.6,     0.6800433, , 
          1.8,     0.6953516, , 
            2,     0.7106446, , 
          2.2,     0.7259218, , 
          2.4,      0.741183, , 
          2.6,     0.7564277, , 
          2.8,     0.7716555, , 
            3,     0.7868661, , 
          3.2,      0.802059, , 
          3.4,      0.817234, , 
          3.6,     0.8323906, , 
          3.8,     0.8475284, , 
            4,     0.8626471, , 
          4.2,     0.8777463, , 
          4.4,     0.8928256, , 
          4.6,     0.9078847, , 
          4.8,     0.9229231, , 
            5,     0.9379406, , 

