Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,       4.29061, ,            -1,      4.023041, ,            -1,      3.869867, ,            -1,      3.784101, ,            -1,      3.724721, ,            -1,      3.701364, ,            -1,      5.749343, ,            -1,      5.170571, ,            -1,      4.628299, , 
         -0.8,      4.238635, ,          -0.8,      3.975786, ,          -0.8,      3.824652, ,          -0.8,      3.741251, ,          -0.8,      3.683586, ,          -0.8,      3.661042, ,          -0.8,      5.657937, ,          -0.8,      5.095391, ,          -0.8,      4.568491, , 
         -0.6,      4.195514, ,          -0.6,      3.937976, ,          -0.6,      3.789436, ,          -0.6,       3.70828, ,          -0.6,      3.652169, ,          -0.6,      3.630164, ,          -0.6,      5.577227, ,          -0.6,      5.030032, ,          -0.6,      4.517712, , 
         -0.4,      4.160232, ,          -0.4,      3.908093, ,          -0.4,      3.762241, ,          -0.4,      3.683464, ,          -0.4,      3.628583, ,          -0.4,       3.60679, ,          -0.4,      5.506197, ,          -0.4,      4.973455, ,          -0.4,      4.474797, , 
         -0.2,      4.131841, ,          -0.2,      3.884976, ,          -0.2,      3.742187, ,          -0.2,      3.665114, ,          -0.2,      3.611196, ,          -0.2,      3.589896, ,          -0.2,      5.444125, ,          -0.2,      4.924781, ,          -0.2,      4.438935, , 
            0,      4.109453, ,             0,      3.867961, ,             0,      3.728097, ,             0,      3.652995, ,             0,      3.600274, ,             0,      3.579464, ,             0,      5.389964, ,             0,      4.883303, ,             0,      4.409644, , 
          0.2,      4.092303, ,           0.2,       3.85638, ,           0.2,      3.718974, ,           0.2,      3.645755, ,           0.2,      3.594754, ,           0.2,      3.574428, ,           0.2,      5.343046, ,           0.2,      4.848302, ,           0.2,      4.386205, , 
          0.4,      4.079958, ,           0.4,      3.849273, ,           0.4,      3.714855, ,           0.4,      3.643368, ,           0.4,      3.593895, ,           0.4,      3.573978, ,           0.4,      5.302734, ,           0.4,      4.819134, ,           0.4,      4.367828, , 
          0.6,      4.072045, ,           0.6,      3.846077, ,           0.6,      3.714919, ,           0.6,      3.644965, ,           0.6,      3.596927, ,           0.6,      3.577756, ,           0.6,      5.268502, ,           0.6,      4.795303, ,           0.6,      4.354024, , 
          0.8,      4.068134, ,           0.8,      3.846544, ,           0.8,      3.718017, ,           0.8,      3.649719, ,           0.8,      3.602664, ,           0.8,      3.584126, ,           0.8,      5.239856, ,           0.8,      4.776417, ,           0.8,      4.344498, , 
            1,      4.067766, ,             1,      3.850471, ,             1,      3.724221, ,             1,      3.657398, ,             1,      3.610988, ,             1,      3.592792, ,             1,      5.216377, ,             1,      4.762044, ,             1,      4.338809, , 
          1.2,      4.070636, ,           1.2,      3.857647, ,           1.2,       3.73339, ,           1.2,       3.66763, ,           1.2,      3.621832, ,           1.2,      3.603797, ,           1.2,      5.197799, ,           1.2,      4.751813, ,           1.2,       4.33674, , 
          1.4,      4.076394, ,           1.4,      3.867577, ,           1.4,      3.745385, ,           1.4,      3.680508, ,           1.4,      3.635359, ,           1.4,      3.617451, ,           1.4,      5.183576, ,           1.4,      4.745351, ,           1.4,      4.337985, , 
          1.6,       4.08487, ,           1.6,      3.879979, ,           1.6,       3.75969, ,           1.6,      3.696113, ,           1.6,      3.651693, ,           1.6,      3.633913, ,           1.6,      5.173483, ,           1.6,      4.742414, ,           1.6,      4.342252, , 
          1.8,      4.095899, ,           1.8,      3.894603, ,           1.8,      3.776494, ,           1.8,      3.714116, ,           1.8,      3.670719, ,           1.8,      3.653266, ,           1.8,      5.167313, ,           1.8,      4.742731, ,           1.8,      4.349256, , 
            2,      4.109222, ,             2,      3.911222, ,             2,      3.795313, ,             2,      3.733815, ,             2,       3.69144, ,             2,      3.674552, ,             2,      5.165246, ,             2,      4.746098, ,             2,      4.358749, , 
          2.2,      4.124696, ,           2.2,      3.929774, ,           2.2,      3.815946, ,           2.2,      3.755372, ,           2.2,      3.713999, ,           2.2,      3.697638, ,           2.2,      5.166956, ,           2.2,      4.752293, ,           2.2,        4.3706, , 
