Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            0,      1.240643, ,             0,      1.171671, ,             0,      1.391373, , 
          0.2,      1.222052, ,           0.2,      1.158255, ,           0.2,      1.370079, , 
          0.4,      1.205563, ,           0.4,      1.144811, ,           0.4,      1.351098, , 
          0.6,      1.191005, ,           0.6,      1.133598, ,           0.6,      1.334046, , 
          0.8,      1.177871, ,           0.8,      1.124791, ,           0.8,      1.318791, , 
            1,       1.16769, ,             1,      1.117583, ,             1,      1.305189, , 
          1.2,      1.159101, ,           1.2,      1.111202, ,           1.2,      1.293022, , 
          1.4,      1.151934, ,           1.4,      1.106015, ,           1.4,      1.282075, , 
          1.6,      1.145869, ,           1.6,      1.101691, ,           1.6,      1.272202, , 
          1.8,      1.140665, ,           1.8,      1.098173, ,           1.8,       1.26393, , 
            2,      1.136362, ,             2,      1.095205, ,             2,      1.255861, , 
          2.2,      1.132803, ,           2.2,      1.092577, ,           2.2,      1.248638, , 
          2.4,      1.129851, ,           2.4,      1.090452, ,           2.4,      1.242214, , 
          2.6,      1.127585, ,           2.6,      1.089016, ,           2.6,      1.236473, , 
          2.8,      1.125721, ,           2.8,      1.088122, ,           2.8,      1.231393, , 
            3,      1.124345, ,             3,       1.08763, ,             3,      1.226352, , 
          3.2,      1.123348, ,           3.2,      1.087448, ,           3.2,      1.222503, , 
          3.4,       1.12273, ,           3.4,      1.087665, ,           3.4,      1.220078, , 
          3.6,      1.122421, ,           3.6,      1.088123, ,           3.6,      1.217277, , 
          3.8,      1.122388, ,           3.8,      1.088834, ,           3.8,      1.214935, , 
            4,      1.122653, ,             4,      1.089756, ,             4,      1.213026, , 
          4.2,      1.123144, ,           4.2,      1.090933, ,           4.2,      1.211955, , 
          4.4,      1.123878, ,           4.4,      1.092266, ,           4.4,      1.210815, , 
          4.6,      1.124802, ,           4.6,      1.093744, ,           4.6,      1.210025, , 
          4.8,      1.125943, ,           4.8,      1.095446, ,           4.8,       1.20957, , 
, , , , , ,             5,      1.209435, , 
, , , , , ,           5.2,      1.209564, , 
, , , , , ,           5.4,      1.209969, , 
, , , , , ,           5.6,      1.210622, , 
, , , , , ,           5.8,      1.211506, , 
, , , , , ,             6,      1.212611, , 
, , , , , ,           6.2,      1.213928, , 
, , , , , ,           6.4,      1.215446, , 
, , , , , ,           6.6,      1.217161, , 
, , , , , ,           6.8,      1.219058, , 

