Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            0,      1.647644, ,             0,      1.541647, ,             0,      1.508667, ,             0,      1.892346, ,             0,      1.786859, , 
          0.2,      1.609777, ,           0.2,      1.512295, ,           0.2,       1.48472, ,           0.2,      1.862687, ,           0.2,      1.754442, , 
          0.4,      1.576143, ,           0.4,      1.484837, ,           0.4,      1.458587, ,           0.4,      1.835484, ,           0.4,      1.725286, , 
          0.6,      1.550057, ,           0.6,      1.462997, ,           0.6,      1.440423, ,           0.6,      1.810547, ,           0.6,      1.699311, , 
          0.8,      1.526858, ,           0.8,      1.444693, ,           0.8,       1.42361, ,           0.8,       1.78768, ,           0.8,       1.67596, , 
            1,      1.504832, ,             1,      1.426921, ,             1,      1.406358, ,             1,      1.766707, ,             1,      1.654809, , 
          1.2,      1.485632, ,           1.2,      1.413964, ,           1.2,      1.394015, ,           1.2,      1.747458, ,           1.2,      1.635617, , 
          1.4,      1.470137, ,           1.4,      1.402256, ,           1.4,      1.384916, ,           1.4,      1.729782, ,           1.4,      1.618329, , 
          1.6,      1.456608, ,           1.6,      1.392314, ,           1.6,      1.377415, ,           1.6,      1.713551, ,           1.6,      1.602791, , 
          1.8,      1.445572, ,           1.8,      1.384546, ,           1.8,      1.370252, ,           1.8,      1.698652, ,           1.8,       1.58878, , 
            2,      1.435854, ,             2,      1.375732, ,             2,      1.362159, ,             2,      1.685014, ,             2,      1.576026, , 
          2.2,      1.427136, ,           2.2,      1.370049, ,           2.2,      1.356366, ,           2.2,      1.672545, ,           2.2,      1.564366, , 
          2.4,      1.418705, ,           2.4,       1.36569, ,           2.4,      1.352846, ,           2.4,      1.661144, ,           2.4,       1.55381, , 
          2.6,       1.41224, ,           2.6,      1.362241, ,           2.6,      1.350008, ,           2.6,      1.650728, ,           2.6,      1.544333, , 
          2.8,      1.407339, ,           2.8,      1.359391, ,           2.8,      1.347709, ,           2.8,      1.641213, ,           2.8,      1.535913, , 
            3,      1.403336, ,             3,      1.356503, ,             3,      1.345905, ,             3,      1.637461, ,             3,      1.529174, , 
          3.2,      1.399864, ,           3.2,      1.354174, ,           3.2,      1.343452, ,           3.2,      1.629597, ,           3.2,      1.522561, , 
          3.4,      1.396054, ,           3.4,      1.352737, ,           3.4,      1.342348, ,           3.4,      1.622478, ,           3.4,      1.516675, , 
          3.6,      1.393946, ,           3.6,      1.352043, ,           3.6,      1.341572, ,           3.6,      1.616064, ,           3.6,      1.511476, , 
          3.8,      1.392341, ,           3.8,      1.351711, ,           3.8,       1.34152, ,           3.8,      1.610301, ,           3.8,       1.50698, , 
            4,      1.391123, ,             4,      1.351733, ,             4,      1.341974, ,             4,      1.605127, ,             4,      1.503066, , 
          4.2,      1.390422, ,           4.2,      1.352004, ,           4.2,      1.342624, ,           4.2,      1.600519, ,           4.2,      1.499677, , 
          4.4,      1.390001, ,           4.4,      1.352229, ,           4.4,      1.343292, ,           4.4,      1.596503, ,           4.4,      1.496805, , 
          4.6,      1.390156, ,           4.6,      1.353111, ,           4.6,      1.344419, ,           4.6,      1.593311, ,           4.6,      1.494413, , 
          4.8,      1.390602, ,           4.8,      1.354275, ,           4.8,      1.345841, ,           4.8,       1.59051, ,           4.8,      1.492495, , 
            5,      1.391272, ,             5,       1.35568, ,             5,      1.347422, ,             5,      1.589459, ,             5,      1.491907, , 
          5.2,      1.392313, ,           5.2,      1.357325, ,           5.2,      1.349345, ,           5.2,      1.587584, ,           5.2,      1.490812, , 
          5.4,      1.393547, ,           5.4,      1.359196, ,           5.4,      1.351334, ,           5.4,      1.586181, ,           5.4,      1.490073, , 
          5.6,      1.395008, ,           5.6,      1.361206, ,           5.6,      1.353527, ,           5.6,      1.585217, ,           5.6,      1.489678, , 
          5.8,      1.396727, ,           5.8,      1.363505, ,           5.8,      1.355904, ,           5.8,      1.584693, ,           5.8,       1.48961, , 
            6,      1.398601, ,             6,      1.365913, , , , ,             6,      1.586165, ,             6,      1.490294, , 
          6.2,      1.400659, ,           6.2,      1.368435, , , , ,           6.2,      1.586562, ,           6.2,       1.49079, , 
          6.4,      1.402928, ,           6.4,      1.371221, , , , ,           6.4,      1.587502, ,           6.4,      1.491553, , 

