Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            0,      1.791729, ,             0,       1.76848, ,             0,       1.72808, ,             0,      1.687097, ,             0,      2.152124, ,             0,      2.105618, ,             0,      1.660353, ,             0,      1.616285, ,             0,      1.610514, ,             0,      1.597804, ,             0,      1.573069, ,             0,      1.556352, ,             0,      1.551915, ,             0,      1.549205, ,             0,      2.046728, ,             0,      1.967516, ,             0,      1.899369, ,             0,      1.864908, ,             0,      1.851237, , 
          0.2,      1.753092, ,           0.2,      1.730133, ,           0.2,      1.690729, ,           0.2,      1.650404, ,           0.2,      2.120091, ,           0.2,       2.07408, ,           0.2,      1.625641, ,           0.2,      1.589302, ,           0.2,       1.58475, ,           0.2,      1.573963, ,           0.2,      1.551553, ,           0.2,      1.536724, ,           0.2,      1.533354, ,           0.2,      1.531279, ,           0.2,      2.015591, ,           0.2,      1.936226, ,           0.2,      1.866787, ,           0.2,      1.830703, ,           0.2,      1.816167, , 
          0.4,      1.718548, ,           0.4,       1.69306, ,           0.4,       1.65453, ,           0.4,      1.616263, ,           0.4,      2.090293, ,           0.4,      2.044891, ,           0.4,      1.595508, ,           0.4,      1.560551, ,           0.4,      1.556561, ,           0.4,      1.547298, ,           0.4,      1.528789, ,           0.4,      1.516874, ,           0.4,      1.511284, ,           0.4,       1.50792, ,           0.4,      1.986865, ,           0.4,      1.907518, ,           0.4,      1.837082, ,           0.4,      1.799346, ,           0.4,      1.783894, , 
          0.6,      1.688797, ,           0.6,       1.66395, ,           0.6,       1.62215, ,           0.6,      1.590151, ,           0.6,       2.06233, ,           0.6,      2.017744, ,           0.6,      1.569952, ,           0.6,       1.53455, ,           0.6,      1.530304, ,           0.6,      1.520966, ,           0.6,      1.504073, ,           0.6,      1.493881, ,           0.6,      1.490532, ,           0.6,      1.488478, ,           0.6,      1.960338, ,           0.6,      1.881165, ,           0.6,      1.810101, ,           0.6,      1.771072, ,           0.6,      1.754938, , 
          0.8,      1.663183, ,           0.8,      1.638495, ,           0.8,      1.597052, ,           0.8,      1.561826, ,           0.8,      2.036685, ,           0.8,      1.992686, ,           0.8,      1.543855, ,           0.8,      1.513318, ,           0.8,      1.509477, ,           0.8,      1.500987, ,           0.8,      1.486838, ,           0.8,      1.476004, ,           0.8,      1.473607, ,           0.8,      1.472095, ,           0.8,      1.935836, ,           0.8,      1.856975, ,           0.8,      1.785616, ,           0.8,      1.745845, ,           0.8,      1.729251, , 
            1,      1.637457, ,             1,      1.612254, ,             1,      1.574715, ,             1,      1.540052, ,             1,      2.012871, ,             1,       1.96946, ,             1,      1.523774, ,             1,      1.496551, ,             1,      1.491822, ,             1,      1.481044, ,             1,      1.470812, ,             1,      1.460917, ,             1,      1.458702, ,             1,      1.457289, ,             1,      1.913206, ,             1,       1.83477, ,             1,      1.763339, ,             1,      1.723142, ,             1,      1.706404, , 
          1.2,      1.616931, ,           1.2,      1.591774, ,           1.2,      1.553011, ,           1.2,      1.520443, ,           1.2,      1.990707, ,           1.2,      1.947965, ,           1.2,      1.503565, ,           1.2,      1.477792, ,           1.2,      1.474002, ,           1.2,      1.465672, ,           1.2,      1.453519, ,           1.2,      1.447642, ,           1.2,        1.4434, ,           1.2,      1.441003, ,           1.2,       1.89232, ,           1.2,      1.814388, ,           1.2,      1.743023, ,           1.2,       1.70257, ,           1.2,      1.685782, , 
          1.4,       1.59887, ,           1.4,      1.573957, ,           1.4,      1.533813, ,           1.4,      1.502276, ,           1.4,        1.9702, ,           1.4,      1.928039, ,           1.4,      1.488013, ,           1.4,       1.46521, ,           1.4,      1.461614, ,           1.4,      1.453583, ,           1.4,      1.441637, ,           1.4,      1.436138, ,           1.4,      1.431943, ,           1.4,      1.429574, ,           1.4,      1.873027, ,           1.4,      1.795666, ,           1.4,      1.724469, ,           1.4,      1.683864, ,           1.4,      1.667079, , 
          1.6,      1.582854, ,           1.6,      1.558436, ,           1.6,      1.518834, ,           1.6,      1.488434, ,           1.6,      1.951149, ,           1.6,       1.90957, ,           1.6,      1.475933, ,           1.6,      1.453866, ,           1.6,      1.450596, ,           1.6,      1.443316, ,           1.6,      1.431728, ,           1.6,      1.426243, ,           1.6,      1.422782, ,           1.6,      1.420676, ,           1.6,      1.855207, ,           1.6,      1.778465, ,           1.6,      1.707542, ,           1.6,      1.666956, ,           1.6,      1.650223, , 
          1.8,      1.568288, ,           1.8,      1.544593, ,           1.8,      1.505672, ,           1.8,      1.477571, ,           1.8,       1.93351, ,           1.8,      1.892487, ,           1.8,       1.46542, ,           1.8,      1.443611, ,           1.8,      1.440302, ,           1.8,      1.433509, ,           1.8,      1.424481, ,           1.8,      1.418292, ,           1.8,      1.415762, ,           1.8,      1.414117, ,           1.8,      1.838767, ,           1.8,      1.762664, ,           1.8,       1.69213, ,           1.8,      1.651743, ,           1.8,      1.635125, , 
