Alpha,T1-15.8 m/s-VLM2, , 
            0,      1.435259, , 
          0.2,       1.40866, , 
          0.4,      1.383367, , 
          0.6,      1.362457, , 
          0.8,      1.345182, , 
            1,      1.330513, , 
          1.2,       1.31733, , 
          1.4,      1.306066, , 
          1.6,      1.295798, , 
          1.8,      1.288157, , 
            2,      1.281613, , 
          2.2,       1.27597, , 
          2.4,      1.270607, , 
          2.6,      1.266785, , 
          2.8,      1.263512, , 
            3,      1.261018, , 
          3.2,      1.258912, , 
          3.4,      1.257522, , 
          3.6,      1.256554, , 
          3.8,      1.255917, , 
            4,      1.255716, , 
          4.2,      1.255794, , 
          4.4,      1.256228, , 
          4.6,      1.256854, , 
          4.8,      1.257779, , 
            5,      1.258946, , 
          5.2,      1.260258, , 
          5.4,      1.261827, , 
          5.6,       1.26354, , 

