Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      3.160213, ,            -1,      3.118398, ,             0,       2.95361, , 
         -0.8,      3.092171, ,          -0.8,      3.042815, ,           0.2,      2.903171, , 
         -0.6,      3.028095, ,          -0.6,      2.969452, ,           0.4,      2.855694, , 
         -0.4,      2.967581, ,          -0.4,      2.899721, ,           0.6,      2.810987, , 
         -0.2,      2.910281, ,          -0.2,      2.833259, ,           0.8,      2.768797, , 
            0,      2.855914, ,             0,      2.769259, ,             1,      2.728914, , 
          0.2,      2.804304, ,           0.2,      2.708093, ,           1.2,      2.691184, , 
          0.4,      2.754949, ,           0.4,      2.649777, ,           1.4,      2.655483, , 
          0.6,      2.707235, ,           0.6,      2.594361, ,           1.6,      2.621731, , 
          0.8,      2.661805, ,           0.8,      2.542777, ,           1.8,      2.589868, , 
            1,      2.618932, ,             1,      2.495634, ,             2,      2.559776, , 
          1.2,       2.57773, ,           1.2,      2.451094, ,           2.2,      2.531409, , 
          1.4,      2.537937, ,           1.4,      2.410864, ,           2.4,      2.504792, , 
          1.6,      2.500402, ,           1.6,      2.373441, ,           2.6,       2.47991, , 
          1.8,      2.464963, ,           1.8,      2.337713, ,           2.8,      2.456717, , 
            2,      2.431487, ,             2,      2.303878, ,             3,      2.435059, , 
          2.2,      2.399084, ,           2.2,      2.273475, ,           3.2,      2.414845, , 
          2.4,      2.368273, ,           2.4,      2.246171, ,           3.4,      2.396054, , 
          2.6,      2.339023, ,           2.6,      2.217117, ,           3.6,      2.379073, , 
          2.8,       2.31254, ,           2.8,      2.197323, ,           3.8,      2.363809, , 
            3,      2.289442, ,             3,      2.181341, ,             4,      2.350066, , 
          3.2,        2.2671, ,           3.2,      2.167347, ,           4.2,      2.337622, , 
          3.4,      2.245668, ,           3.4,      2.146403, ,           4.4,      2.326305, , 
          3.6,      2.227041, ,           3.6,      2.131649, ,           4.6,      2.315919, , 
          3.8,      2.210803, ,           3.8,      2.120723, ,           4.8,      2.306329, , 
            4,      2.198809, ,             4,      2.112798, ,             5,      2.297607, , 
          4.2,      2.188952, ,           4.2,      2.104578, ,           5.2,      2.289654, , 
          4.4,      2.174397, ,           4.4,      2.092757, ,           5.4,      2.282491, , 
          4.6,      2.165847, ,           4.6,      2.086483, ,           5.6,      2.276083, , 
          4.8,      2.156745, ,           4.8,      2.079797, ,           5.8,      2.270319, , 
            5,      2.149185, ,             5,      2.075278, ,             6,      2.265126, , 
          5.2,       2.14259, ,           5.2,      2.071752, ,           6.2,      2.260603, , 
          5.4,      2.137909, ,           5.4,      2.070127, ,           6.4,      2.257453, , 
          5.6,      2.132538, ,           5.6,      2.065306, ,           6.6,      2.254033, , 
          5.8,       2.12929, ,           5.8,      2.063943, ,           6.8,       2.25119, , 
            6,      2.126332, ,             6,      2.061029, ,             7,      2.248775, , 
          6.2,      2.122759, ,           6.2,      2.061137, ,           7.2,      2.246821, , 
          6.4,      2.120523, ,           6.4,       2.06199, ,           7.4,      2.245203, , 
          6.6,      2.118927, ,           6.6,       2.06131, ,           7.6,      2.243931, , 
          6.8,      2.118591, ,           6.8,      2.062779, ,           7.8,      2.242981, , 
            7,      2.118993, ,             7,       2.06348, ,             8,      2.242371, , 
          7.2,      2.118249, ,           7.2,      2.064217, ,           8.2,      2.242088, , 
          7.4,      2.119221, ,           7.4,      2.066023, ,           8.4,      2.242161, , 
          7.6,      2.119359, ,           7.6,      2.068912, ,           8.6,      2.242602, , 
          7.8,      2.120578, ,           7.8,        2.0709, ,           8.8,      2.243406, , 
            8,      2.122073, ,             8,      2.074495, ,             9,      2.244518, , 
          8.2,      2.123824, ,           8.2,      2.076889, , , , , 
          8.4,      2.125808, ,           8.4,      2.080774, , , , , 
          8.6,         2.128, ,           8.6,      2.083519, , , , , 
          8.8,      2.130539, ,           8.8,      2.087831, , , , , 
            9,      2.133238, ,             9,      2.090807, , , , , 

