Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            0,     0.9338509, ,             0,     0.8872614, ,             0,      1.070199, , 
          0.2,     0.9247029, ,           0.2,     0.8796456, ,           0.2,      1.056245, , 
          0.4,     0.9170047, ,           0.4,     0.8732431, ,           0.4,      1.043547, , 
          0.6,      0.910499, ,           0.6,     0.8677953, ,           0.6,      1.031991, , 
          0.8,     0.9048483, ,           0.8,     0.8634631, ,           0.8,      1.022094, , 
            1,     0.8999541, ,             1,     0.8598577, ,             1,      1.012624, , 
          1.2,     0.8957242, ,           1.2,     0.8568839, ,           1.2,      1.004106, , 
          1.4,     0.8920597, ,           1.4,     0.8544661, ,           1.4,     0.9964604, , 
          1.6,     0.8889379, ,           1.6,     0.8524975, ,           1.6,     0.9896532, , 
          1.8,     0.8862737, ,           1.8,     0.8508461, ,           1.8,     0.9836135, , 
            2,     0.8840373, ,             2,     0.8496115, ,             2,     0.9777105, , 
          2.2,     0.8821905, ,           2.2,     0.8487059, ,           2.2,     0.9738511, , 
          2.4,     0.8806971, ,           2.4,     0.8480706, ,           2.4,     0.9697667, , 
          2.6,     0.8795233, ,           2.6,     0.8476814, ,           2.6,     0.9666346, , 
          2.8,     0.8786506, ,           2.8,     0.8475645, ,           2.8,     0.9635653, , 
            3,     0.8780579, ,             3,     0.8476325, ,             3,     0.9609584, , 
          3.2,     0.8777251, ,           3.2,     0.8479507, ,           3.2,      0.958796, , 
          3.4,     0.8776243, ,           3.4,     0.8484541, ,           3.4,     0.9570139, , 
          3.6,     0.8777329, ,           3.6,     0.8491273, ,           3.6,     0.9555915, , 
          3.8,     0.8780409, ,           3.8,     0.8515524, ,           3.8,      0.954505, , 
            4,     0.8785238, ,             4,     0.8525262, ,             4,     0.9537312, , 
          4.2,     0.8791777, ,           4.2,     0.8536372, ,           4.2,     0.9532435, , 
          4.4,     0.8799987, ,           4.4,     0.8548978, ,           4.4,     0.9530907, , 
          4.6,     0.8809778, ,           4.6,     0.8562511, ,           4.6,     0.9531856, , 
          4.8,     0.8821063, ,           4.8,     0.8577578, ,           4.8,      0.953513, , 
            5,      0.883371, ,             5,     0.8593486, ,             5,     0.9540444, , 
          5.2,     0.8847613, ,           5.2,       0.86104, ,           5.2,     0.9547896, , 
          5.4,      0.886264, ,           5.4,     0.8628336, ,           5.4,      0.955758, , 
          5.6,      0.890571, ,           5.6,     0.8667318, , , , , 
          5.8,     0.8922579, ,           5.8,      0.868678, , , , , 
            6,      0.894047, ,             6,     0.8707029, , , , , 
          6.2,     0.8990962, ,           6.2,     0.8736345, , , , , 
          6.4,     0.9010401, ,           6.4,     0.8757984, , , , , 
          6.6,     0.9030722, ,           6.6,     0.8780299, , , , , 

