Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            0,      2.578489, ,             0,      2.530104, ,             0,      2.478868, ,             0,      2.416243, ,             0,      2.364628, ,             0,      2.329225, ,             0,      2.800423, ,             0,       2.72316, ,             0,      2.631864, , 
          0.2,      2.532759, ,           0.2,      2.480754, ,           0.2,      2.423663, ,           0.2,      2.360811, ,           0.2,      2.309126, ,           0.2,      2.274245, ,           0.2,      2.755131, ,           0.2,      2.677739, ,           0.2,      2.586122, , 
          0.4,      2.489625, ,           0.4,      2.433321, ,           0.4,      2.372292, ,           0.4,      2.310087, ,           0.4,      2.258119, ,           0.4,      2.223816, ,           0.4,      2.712814, ,           0.4,      2.635222, ,           0.4,      2.542977, , 
          0.6,      2.448842, ,           0.6,       2.38798, ,           0.6,      2.325174, ,           0.6,      2.262091, ,           0.6,      2.210251, ,           0.6,      2.176789, ,           0.6,       2.67331, ,           0.6,       2.59545, ,           0.6,       2.50225, , 
          0.8,      2.409655, ,           0.8,      2.345382, ,           0.8,      2.281396, ,           0.8,       2.21834, ,           0.8,      2.166412, ,           0.8,      2.133146, ,           0.8,      2.636348, ,           0.8,      2.558272, ,           0.8,      2.463846, , 
            1,      2.371286, ,             1,      2.305298, ,             1,       2.24041, ,             1,      2.177545, ,             1,      2.126504, ,             1,      2.094177, ,             1,      2.602045, ,             1,       2.52361, ,             1,      2.427672, , 
          1.2,      2.333915, ,           1.2,      2.267266, ,           1.2,      2.201771, ,           1.2,      2.139112, ,           1.2,      2.093172, ,           1.2,      2.063582, ,           1.2,      2.570041, ,           1.2,      2.491268, ,           1.2,      2.393583, , 
          1.4,      2.297218, ,           1.4,      2.230824, ,           1.4,       2.16532, ,           1.4,      2.104796, ,           1.4,      2.062231, ,           1.4,      2.033835, ,           1.4,      2.540203, ,           1.4,      2.461119, ,           1.4,       2.36152, , 
          1.6,      2.262834, ,           1.6,       2.19625, ,           1.6,      2.130893, ,           1.6,      2.073876, ,           1.6,      2.033352, ,           1.6,      2.010122, ,           1.6,      2.512406, ,           1.6,      2.433043, ,           1.6,      2.331499, , 
          1.8,      2.229461, ,           1.8,      2.165271, ,           1.8,      2.100626, ,           1.8,      2.047752, ,           1.8,      2.007749, ,           1.8,      1.984438, ,           1.8,      2.486542, ,           1.8,      2.406981, ,           1.8,      2.303506, , 
            2,      2.199938, ,             2,      2.133483, ,             2,      2.069396, ,             2,      2.018711, ,             2,      1.981868, ,             2,      1.960522, ,             2,      2.462504, ,             2,      2.382861, ,             2,      2.277496, , 
          2.2,        2.1735, ,           2.2,      2.106867, ,           2.2,      2.042742, ,           2.2,      1.998948, ,           2.2,       1.96536, ,           2.2,      1.950156, ,           2.2,      2.440114, ,           2.2,      2.360502, ,           2.2,      2.253267, , 
          2.4,      2.149532, ,           2.4,      2.082402, ,           2.4,      2.020936, ,           2.4,      1.981793, ,           2.4,        1.9508, ,           2.4,      1.936497, ,           2.4,      2.419284, ,           2.4,      2.339792, ,           2.4,      2.230791, , 
          2.6,      2.127435, ,           2.6,      2.059744, ,           2.6,      2.002747, ,           2.6,      1.964064, ,           2.6,      1.935875, ,           2.6,      1.922583, ,           2.6,      2.399911, ,           2.6,      2.320627, ,           2.6,       2.21015, , 
          2.8,      2.108243, ,           2.8,      2.040126, ,           2.8,      1.987182, ,           2.8,      1.949155, ,           2.8,      1.924389, ,           2.8,      1.910877, ,           2.8,      2.381887, ,           2.8,      2.302901, ,           2.8,      2.191482, , 
            3,      2.092002, ,             3,      2.025253, ,             3,      1.973067, ,             3,      1.938062, ,             3,      1.914445, ,             3,      1.905352, ,             3,       2.36515, ,             3,      2.286515, ,             3,      2.174749, , 
          3.2,      2.073202, ,           3.2,      2.012494, ,           3.2,      1.960933, ,           3.2,       1.92816, ,           3.2,       1.90495, ,           3.2,       1.89679, ,           3.2,      2.349619, ,           3.2,      2.271366, ,           3.2,      2.159627, , 
          3.4,      2.059743, ,           3.4,      1.995325, ,           3.4,      1.943831, ,           3.4,      1.912326, ,           3.4,      1.889059, ,           3.4,      1.880697, ,           3.4,      2.335213, ,           3.4,      2.257379, ,           3.4,      2.145865, , 
          3.6,      2.047865, ,           3.6,      1.983781, ,           3.6,      1.933338, ,           3.6,      1.903727, ,           3.6,      1.881762, ,           3.6,      1.872791, ,           3.6,      2.321862, ,           3.6,      2.244474, ,           3.6,      2.133201, , 
          3.8,      2.037097, ,           3.8,       1.97253, ,           3.8,      1.924618, ,           3.8,      1.896806, ,           3.8,      1.875397, ,           3.8,      1.866267, ,           3.8,      2.309501, ,           3.8,      2.232568, ,           3.8,      2.121581, , 
            4,      2.027729, ,             4,      1.963223, ,             4,      1.917654, ,             4,      1.891248, ,             4,      1.871941, ,             4,      1.862862, ,             4,       2.29807, ,             4,      2.221619, ,             4,      2.110938, , 
          4.2,      2.019716, ,           4.2,      1.956078, ,           4.2,      1.911721, ,           4.2,      1.887091, ,           4.2,      1.869159, ,           4.2,        1.8603, ,           4.2,      2.287524, ,           4.2,      2.211569, ,           4.2,      2.101258, , 
          4.4,      2.011005, ,           4.4,      1.948387, ,           4.4,      1.905357, ,           4.4,      1.881742, ,           4.4,      1.864764, ,           4.4,       1.85627, ,           4.4,      2.277798, ,           4.4,      2.202336, ,           4.4,      2.092574, , 
          4.6,      2.003586, ,           4.6,       1.94306, ,           4.6,      1.900672, ,           4.6,       1.87682, ,           4.6,      1.860753, ,           4.6,      1.852793, ,           4.6,      2.268844, ,           4.6,      2.193886, ,           4.6,      2.084701, , 
          4.8,      1.997089, ,           4.8,      1.938242, ,           4.8,      1.897036, ,           4.8,      1.873704, ,           4.8,      1.857584, ,           4.8,      1.853124, ,           4.8,      2.260632, ,           4.8,      2.186164, ,           4.8,      2.077614, , 
            5,      1.991762, ,             5,       1.93308, ,             5,      1.894967, ,             5,      1.872233, ,             5,      1.856323, ,             5,      1.851979, ,             5,      2.253104, ,             5,       2.17913, ,             5,      2.071256, , 
          5.2,      1.986571, ,           5.2,      1.929473, ,           5.2,      1.891793, ,           5.2,      1.869677, ,           5.2,      1.853714, ,           5.2,      1.849396, ,           5.2,      2.246269, ,           5.2,      2.172772, ,           5.2,      2.065608, , 
