Alpha,T1-15.8 m/s-VLM2, , 
            0,      2.136098, , 
          0.2,      2.091015, , 
          0.4,      2.048146, , 
          0.6,      2.007728, , 
          0.8,      1.969086, , 
            1,      1.933684, , 
          1.2,      1.902125, , 
          1.4,      1.872475, , 
          1.6,      1.845347, , 
          1.8,       1.82225, , 
            2,      1.802963, , 
          2.2,      1.786152, , 
          2.4,      1.770244, , 
          2.6,      1.755598, , 
          2.8,      1.743429, , 
            3,      1.733247, , 
          3.2,      1.724489, , 
          3.4,      1.716762, , 
          3.6,      1.710262, , 
          3.8,      1.703798, , 
            4,      1.699379, , 
          4.2,      1.695565, , 
          4.4,      1.691673, , 
          4.6,      1.688904, , 
          4.8,      1.686704, , 
            5,      1.685024, , 
          5.2,      1.684481, , 
          5.4,      1.684595, , 
          5.6,      1.683716, , 
          5.8,      1.684479, , 
            6,       1.68491, , 
          6.2,       1.68597, , 
          6.4,      1.687378, , 
          6.6,      1.689089, , 
          6.8,      1.690952, , 
            7,       1.69319, , 
          7.2,      1.695428, , 
          7.4,      1.698078, , 
          7.6,      1.700682, , 
          7.8,      1.703638, , 
            8,      1.706639, , 
          8.2,      1.709836, , 
          8.4,      1.713169, , 

