Alpha,T1-15.8 m/s-VLM2, , 
            0,     0.7227597, , 
          0.2,      0.716705, , 
          0.4,     0.7113987, , 
          0.6,     0.7066566, , 
          0.8,     0.7023495, , 
            1,     0.6984625, , 
          1.2,     0.6951592, , 
          1.4,     0.6924069, , 
          1.6,     0.6900218, , 
          1.8,     0.6879045, , 
            2,     0.6860779, , 
          2.2,     0.6844565, , 
          2.4,     0.6832364, , 
          2.6,     0.6822681, , 
          2.8,     0.6815539, , 
            3,     0.6809874, , 
          3.2,     0.6805902, , 
          3.4,     0.6804058, , 
          3.6,     0.6804296, , 
          3.8,      0.680618, , 
            4,     0.6809769, , 
          4.2,     0.6814367, , 
          4.4,     0.6819792, , 
          4.6,     0.6827218, , 
          4.8,     0.6835612, , 
            5,     0.6845116, , 
          5.2,     0.6855483, , 
          5.4,     0.6866987, , 
          5.6,     0.6879407, , 
          5.8,      0.689349, , 
            6,     0.6907982, , 
          6.2,     0.6923217, , 
          6.4,     0.6938769, , 
          6.6,      0.695507, , 
          6.8,     0.6973817, , 
            7,     0.6994474, , 
          7.2,     0.7015609, , 
          7.4,     0.7037185, , 
          7.6,     0.7059121, , 
          7.8,     0.7081343, , 

