Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            2,      1.945054, ,             2,      1.878086, ,             2,      2.274891, ,             2,      1.823708, ,             2,      1.789561, ,             2,      1.785996, ,             2,      1.761896, ,             2,       1.75238, ,             2,      1.748317, ,             2,      2.217863, ,             2,      2.139012, ,             2,      2.028311, ,             2,      2.011893, , 
          2.2,      1.925835, ,           2.2,      1.860225, ,           2.2,       2.25535, ,           2.2,        1.8067, ,           2.2,      1.775325, ,           2.2,      1.771552, ,           2.2,      1.747365, ,           2.2,      1.738153, ,           2.2,      1.734464, ,           2.2,      2.198776, ,           2.2,      2.120275, ,           2.2,      2.009126, ,           2.2,      1.992427, , 
          2.4,      1.905747, ,           2.4,       1.84413, ,           2.4,      2.237213, ,           2.4,      1.791826, ,           2.4,      1.763888, ,           2.4,       1.75898, ,           2.4,      1.735398, ,           2.4,      1.726983, ,           2.4,      1.724179, ,           2.4,      2.181112, ,           2.4,      2.102993, ,           2.4,      1.991734, ,           2.4,      1.975015, , 
          2.6,      1.890338, ,           2.6,      1.827438, ,           2.6,      2.220339, ,           2.6,      1.775744, ,           2.6,      1.747604, ,           2.6,      1.743719, ,           2.6,      1.721766, ,           2.6,      1.712149, ,           2.6,      1.710129, ,           2.6,      2.164727, ,           2.6,      2.087043, ,           2.6,      1.975817, ,           2.6,      1.959209, , 
          2.8,      1.876644, ,           2.8,      1.811606, ,           2.8,      2.204644, ,           2.8,      1.762962, ,           2.8,       1.73796, ,           2.8,      1.734436, ,           2.8,        1.7138, ,           2.8,       1.70477, ,           2.8,      1.702723, ,           2.8,      2.149538, ,           2.8,      2.072333, ,           2.8,      1.961242, ,           2.8,       1.94472, , 
            3,      1.864613, ,             3,      1.799556, ,             3,      2.190078, ,             3,      1.753383, ,             3,      1.730846, ,             3,      1.727453, ,             3,      1.707736, ,             3,      1.698428, ,             3,      1.696552, ,             3,      2.135475, ,             3,      2.058774, ,             3,      1.947926, ,             3,      1.931424, , 
          3.2,      1.853756, ,           3.2,      1.789813, ,           3.2,      2.176583, ,           3.2,      1.744819, ,           3.2,      1.722571, ,           3.2,      1.719384, ,           3.2,      1.700917, ,           3.2,      1.691726, ,           3.2,      1.689545, ,           3.2,      2.122482, ,           3.2,      2.046304, ,           3.2,      1.935806, ,           3.2,      1.919329, , 
          3.4,      1.842472, ,           3.4,      1.781326, ,           3.4,      2.164079, ,           3.4,      1.738154, ,           3.4,      1.716451, ,           3.4,      1.712777, ,           3.4,      1.696512, ,           3.4,      1.691209, ,           3.4,      1.687134, ,           3.4,      2.110486, ,           3.4,      2.034853, ,           3.4,      1.924851, ,           3.4,      1.908441, , 
          3.6,      1.833205, ,           3.6,      1.772119, ,           3.6,      2.152512, ,           3.6,       1.73082, ,           3.6,      1.709894, ,           3.6,      1.706805, ,           3.6,      1.690419, ,           3.6,      1.685756, ,           3.6,      1.682431, ,           3.6,      2.099414, ,           3.6,      2.024321, ,           3.6,      1.914992, ,           3.6,      1.898692, , 
          3.8,        1.8253, ,           3.8,      1.765493, ,           3.8,      2.141826, ,           3.8,      1.725912, ,           3.8,       1.70543, ,           3.8,      1.702433, ,           3.8,      1.686185, ,           3.8,      1.681885, ,           3.8,      1.678761, ,           3.8,      2.089219, ,           3.8,      2.014654, ,           3.8,      1.906053, ,           3.8,      1.889862, , 
            4,      1.818758, ,             4,       1.76016, ,             4,      2.131958, ,             4,      1.722215, ,             4,      1.702483, ,             4,      1.699478, ,             4,      1.684243, ,             4,      1.678865, ,             4,      1.676613, ,             4,      2.079836, ,             4,      2.005809, ,             4,       1.89798, ,             4,      1.881914, , 
          4.2,      1.811747, ,           4.2,      1.754542, ,           4.2,      2.122886, ,           4.2,      1.717301, ,           4.2,      1.698498, ,           4.2,      1.695745, ,           4.2,      1.681642, ,           4.2,      1.676171, ,           4.2,       1.67407, ,           4.2,      2.071246, ,           4.2,      1.997754, ,           4.2,      1.890762, ,           4.2,      1.874888, , 
          4.4,      1.806293, ,           4.4,      1.750948, ,           4.4,      2.114572, ,           4.4,      1.714857, ,           4.4,       1.69658, ,           4.4,      1.693536, ,           4.4,       1.68016, ,           4.4,       1.67489, ,           4.4,      1.672902, ,           4.4,      2.063407, ,           4.4,      1.990441, ,           4.4,      1.884226, ,           4.4,      1.868543, , 
          4.6,      1.802084, ,           4.6,      1.747859, ,           4.6,      2.108192, ,           4.6,      1.711775, ,           4.6,      1.695487, ,           4.6,      1.692651, ,           4.6,      1.679558, ,           4.6,      1.674383, ,           4.6,      1.672188, ,           4.6,      2.058865, ,           4.6,      1.989067, ,           4.6,      1.879076, ,           4.6,      1.863784, , 
          4.8,      1.798201, ,           4.8,      1.744413, ,           4.8,      2.101219, ,           4.8,      1.710407, ,           4.8,      1.695286, ,           4.8,      1.692526, ,           4.8,      1.680076, ,           4.8,      1.675088, ,           4.8,      1.672788, ,           4.8,      2.052346, ,           4.8,      1.983081, ,           4.8,      1.873761, ,           4.8,      1.858604, , 
            5,      1.794884, ,             5,      1.742259, ,             5,      2.094886, ,             5,      1.708829, ,             5,      1.694061, ,             5,      1.691355, ,             5,      1.678968, ,             5,       1.67438, ,             5,      1.672129, ,             5,      2.046451, ,             5,      1.977718, ,             5,      1.868983, ,             5,      1.853954, , 
          5.2,      1.792034, ,           5.2,       1.74058, ,           5.2,      2.089147, ,           5.2,      1.709012, ,           5.2,      1.694435, ,           5.2,      1.691942, ,           5.2,      1.680203, ,           5.2,      1.675564, ,           5.2,      1.673387, ,           5.2,      2.041142, ,           5.2,      1.972942, ,           5.2,      1.864841, ,           5.2,      1.849938, , 
          5.4,      1.790027, ,           5.4,      1.739419, ,           5.4,      2.083966, ,           5.4,      1.709756, ,           5.4,      1.695479, ,           5.4,      1.693119, ,           5.4,      1.681892, ,           5.4,       1.67738, ,           5.4,      1.675205, ,           5.4,      2.036387, ,           5.4,      1.968703, ,           5.4,      1.861284, ,           5.4,       1.84652, , 
          5.6,       1.78796, ,           5.6,      1.738665, ,           5.6,      2.079327, ,           5.6,      1.709283, ,           5.6,      1.695393, ,           5.6,      1.693087, ,           5.6,      1.682096, ,           5.6,      1.677628, ,           5.6,      1.675458, ,           5.6,      2.032158, ,           5.6,      1.964995, ,           5.6,      1.858308, ,           5.6,      1.843698, , 
          5.8,      1.787229, ,           5.8,      1.738965, ,           5.8,      2.075207, ,           5.8,      1.710612, ,           5.8,      1.697311, ,           5.8,      1.695023, ,           5.8,      1.684399, ,           5.8,      1.680124, ,           5.8,      1.678036, ,           5.8,      2.028424, ,           5.8,      1.961772, ,           5.8,      1.855991, ,           5.8,      1.841596, , 
            6,      1.786338, ,             6,        1.7399, ,             6,      2.071567, ,             6,        1.7124, ,             6,      1.699004, ,             6,      1.696383, ,             6,      1.686641, ,             6,      1.682547, ,             6,      1.680563, ,             6,       2.02515, ,             6,      1.958985, ,             6,      1.854147, ,             6,      1.839996, , 
          6.2,      1.786218, ,           6.2,      1.740928, ,           6.2,      2.068407, ,           6.2,      1.712912, ,           6.2,      1.700227, ,           6.2,      1.697927, ,           6.2,       1.68773, ,           6.2,      1.683688, ,           6.2,      1.681725, ,           6.2,      2.022334, ,           6.2,      1.956639, ,           6.2,      1.852739, ,           6.2,       1.83885, , 
          6.4,       1.78657, ,           6.4,      1.741304, ,           6.4,      2.065791, ,           6.4,      1.714544, ,           6.4,      1.702402, ,           6.4,      1.700152, ,           6.4,      1.690133, ,           6.4,      1.686094, ,           6.4,      1.684136, ,           6.4,      2.020036, ,           6.4,      1.954771, ,           6.4,       1.85173, ,           6.4,      1.838114, , 
          6.6,      1.787242, ,           6.6,      1.742386, ,           6.6,      2.064233, ,           6.6,      1.716499, ,           6.6,      1.704808, ,           6.6,      1.702624, ,           6.6,      1.692835, ,           6.6,      1.688957, ,           6.6,      1.687026, ,           6.6,      2.018685, ,           6.6,      1.953633, ,           6.6,      1.851077, ,           6.6,      1.837731, , 
          6.8,      1.788256, ,           6.8,      1.744082, ,           6.8,      2.062794, ,           6.8,       1.71878, ,           6.8,      1.707495, ,           6.8,      1.705372, ,           6.8,      1.695691, ,           6.8,      1.692018, ,           6.8,      1.690115, ,           6.8,      2.017488, ,           6.8,      1.952712, ,           6.8,      1.850764, ,           6.8,      1.837687, , 
            7,      1.789549, ,             7,      1.746068, ,             7,      2.061789, ,             7,      1.721219, ,             7,       1.71023, ,             7,      1.708198, ,             7,      1.698855, ,             7,      1.695146, ,             7,      1.693327, ,             7,      2.016703, ,             7,       1.95217, ,             7,      1.850797, ,             7,      1.837979, , 
          7.2,      1.791074, ,           7.2,      1.748275, ,           7.2,      2.061187, ,           7.2,      1.723843, ,           7.2,      1.713157, ,           7.2,      1.711189, ,           7.2,      1.702064, ,           7.2,      1.698395, ,           7.2,      1.696617, ,           7.2,      2.016283, ,           7.2,       1.95197, ,           7.2,      1.851178, ,           7.2,      1.838594, , 
          7.4,      1.793203, ,           7.4,      1.750733, ,           7.4,      2.068715, ,           7.4,      1.726654, ,           7.4,      1.716206, ,           7.4,      1.714272, ,           7.4,      1.705403, ,           7.4,      1.701826, ,           7.4,      1.700043, ,           7.4,       2.02092, ,           7.4,      1.953475, ,           7.4,      1.852834, ,           7.4,      1.840484, , 
          7.6,      1.795151, ,           7.6,      1.753411, ,           7.6,      2.068958, ,           7.6,      1.729633, ,           7.6,      1.719402, ,           7.6,      1.717503, ,           7.6,      1.708816, ,           7.6,      1.705412, ,           7.6,      1.703668, ,           7.6,      2.021275, ,           7.6,      1.953945, ,           7.6,      1.853803, ,           7.6,      1.841678, , 
          7.8,      1.797285, ,           7.8,      1.756204, ,           7.8,      2.069606, ,           7.8,      1.732711, ,           7.8,      1.722583, ,           7.8,      1.720692, ,           7.8,      1.712257, ,           7.8,      1.708915, ,           7.8,      1.707225, ,           7.8,      2.022012, ,           7.8,      1.954748, ,           7.8,      1.855027, ,           7.8,       1.84312, , 
            8,      1.799655, ,             8,      1.759203, ,             8,      2.070683, ,             8,       1.73603, ,             8,      1.726021, ,             8,      1.724172, ,             8,      1.715837, ,             8,      1.712587, ,             8,      1.710992, ,             8,      2.023147, ,             8,      1.955896, ,             8,      1.856497, ,             8,      1.844801, , 
          8.2,       1.80224, ,           8.2,      1.762237, ,           8.2,      2.072249, ,           8.2,      1.739406, ,           8.2,      1.729621, ,           8.2,      1.727807, ,           8.2,      1.719484, ,           8.2,      1.716247, ,           8.2,      1.714642, ,           8.2,      2.024714, ,           8.2,       1.95741, ,           8.2,      1.858192, ,           8.2,      1.846697, , 
          8.4,      1.804987, ,           8.4,      1.765559, ,           8.4,      2.074259, ,           8.4,      1.743052, ,           8.4,      1.733415, ,           8.4,      1.731649, ,           8.4,      1.723416, ,           8.4,      1.720129, ,           8.4,      1.718515, ,           8.4,      2.026692, ,           8.4,      1.959262, ,           8.4,      1.860102, ,           8.4,      1.848796, , 
          8.6,      1.807892, ,           8.6,      1.768954, ,           8.6,      2.076829, ,           8.6,      1.746724, ,           8.6,      1.737288, ,           8.6,      1.735561, ,           8.6,      1.727516, ,           8.6,      1.724298, ,           8.6,      1.722709, ,           8.6,       2.02916, ,           8.6,      1.961497, ,           8.6,      1.862218, ,           8.6,      1.851088, , 
          8.8,      1.811186, ,           8.8,      1.772464, ,           8.8,      2.086155, ,           8.8,      1.750578, ,           8.8,      1.741281, ,           8.8,      1.739574, , , , , , , , , , ,           8.8,      2.032556, ,           8.8,       1.96569, ,           8.8,      1.864988, ,           8.8,      1.853758, , 

