Alpha,T1-15.8 m/s-VLM2, , 
            0,     0.8698284, , 
          0.2,     0.8622497, , 
          0.4,     0.8556266, , 
          0.6,     0.8498534, , 
          0.8,     0.8447882, , 
            1,     0.8403971, , 
          1.2,     0.8365558, , 
          1.4,     0.8332363, , 
          1.6,     0.8303801, , 
          1.8,     0.8279481, , 
            2,      0.825898, , 
          2.2,     0.8242134, , 
          2.4,     0.8228595, , 
          2.6,     0.8218073, , 
          2.8,     0.8210162, , 
            3,     0.8204723, , 
          3.2,     0.8201548, , 
          3.4,     0.8200575, , 
          3.6,     0.8201666, , 
          3.8,     0.8204709, , 
            4,     0.8209507, , 
          4.2,     0.8215942, , 
          4.4,     0.8223906, , 
          4.6,     0.8233193, , 
          4.8,     0.8243834, , 
            5,     0.8255687, , 

