Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            0,     0.7903459, ,             0,     0.7417086, ,             0,     0.7143984, ,             0,     0.7010189, ,             0,     0.6922441, ,             0,     0.6890087, ,             0,      1.013043, ,             0,      0.950575, ,             0,     0.8561985, , 
          0.2,      0.781912, ,           0.2,     0.7354012, ,           0.2,     0.7091737, ,           0.2,     0.6962804, ,           0.2,     0.6876674, ,           0.2,     0.6844757, ,           0.2,     0.9986301, ,           0.2,     0.9372245, ,           0.2,     0.8449387, , 
          0.4,     0.7746326, ,           0.4,       0.72999, ,           0.4,      0.704709, ,           0.4,     0.6922591, ,           0.4,     0.6838593, ,           0.4,     0.6807058, ,           0.4,     0.9857434, ,           0.4,     0.9253171, ,           0.4,     0.8351187, , 
          0.6,     0.7680134, ,           0.6,     0.7251559, ,           0.6,     0.7007887, ,           0.6,     0.6887661, ,           0.6,     0.6806177, ,           0.6,     0.6775143, ,           0.6,     0.9737563, ,           0.6,     0.9142733, ,           0.6,     0.8261088, , 
          0.8,     0.7620684, ,           0.8,     0.7208457, ,           0.8,     0.6973281, ,           0.8,     0.6857047, ,           0.8,     0.6778143, ,           0.8,     0.6747817, ,           0.8,     0.9627109, ,           0.8,     0.9041353, ,           0.8,     0.8179873, , 
            1,     0.7565933, ,             1,      0.716921, ,             1,      0.694215, ,             1,     0.6829733, ,             1,     0.6753302, ,             1,     0.6723809, ,             1,     0.9523694, ,             1,      0.894666, ,             1,     0.8104548, , 
          1.2,     0.7517409, ,           1.2,     0.7134705, ,           1.2,     0.6915093, ,           1.2,     0.6806193, ,           1.2,     0.6732059, ,           1.2,     0.6703433, ,           1.2,     0.9429298, ,           1.2,     0.8860487, ,           1.2,     0.8037459, , 
          1.4,      0.747741, ,           1.4,     0.7106173, ,           1.4,     0.6892808, ,           1.4,     0.6786923, ,           1.4,     0.6714816, ,           1.4,     0.6686968, ,           1.4,      0.934848, ,           1.4,     0.8786301, ,           1.4,     0.7981081, , 
          1.6,     0.7443126, ,           1.6,     0.7082223, ,           1.6,     0.6874605, ,           1.6,     0.6771493, ,           1.6,     0.6701263, ,           1.6,     0.6674137, ,           1.6,      0.927628, ,           1.6,     0.8720361, ,           1.6,     0.7932224, , 
          1.8,     0.7412241, ,           1.8,     0.7061137, ,           1.8,     0.6858984, ,           1.8,     0.6758508, ,           1.8,     0.6690062, ,           1.8,     0.6663622, ,           1.8,     0.9209166, ,           1.8,      0.865928, ,           1.8,     0.7887534, , 
