Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            0,     0.9490113, ,             0,     0.8932555, ,             0,     0.8626544, ,             0,     0.8479563, ,             0,     0.8379015, ,             0,     0.8338044, ,             0,      1.193979, ,             0,      1.127641, ,             0,      1.025795, , 
          0.2,     0.9387287, ,           0.2,     0.8852055, ,           0.2,     0.8553622, ,           0.2,     0.8411557, ,           0.2,     0.8317265, ,           0.2,     0.8278741, ,           0.2,      1.177274, ,           0.2,      1.112114, ,           0.2,      1.012434, , 
          0.4,     0.9295677, ,           0.4,     0.8783221, ,           0.4,     0.8492671, ,           0.4,     0.8353023, ,           0.4,     0.8261029, ,           0.4,     0.8225117, ,           0.4,      1.161945, ,           0.4,      1.097882, ,           0.4,      1.000271, , 
          0.6,     0.9216822, ,           0.6,     0.8723068, ,           0.6,     0.8443236, ,           0.6,     0.8307225, ,           0.6,     0.8215871, ,           0.6,     0.8180428, ,           0.6,      1.148006, ,           0.6,      1.085134, ,           0.6,     0.9898038, , 
          0.8,     0.9144461, ,           0.8,     0.8670602, ,           0.8,     0.8400663, ,           0.8,     0.8268343, ,           0.8,      0.817893, ,           0.8,     0.8144366, ,           0.8,      1.135275, ,           0.8,      1.073365, ,           0.8,     0.9797993, , 
            1,     0.9080392, ,             1,      0.862478, ,             1,     0.8364297, ,             1,     0.8236231, ,             1,     0.8149877, ,             1,     0.8116259, ,             1,      1.123571, ,             1,      1.062591, ,             1,     0.9708131, , 
          1.2,     0.9023695, ,           1.2,     0.8585256, ,           1.2,      0.833278, ,           1.2,     0.8209332, ,           1.2,     0.8125348, ,           1.2,     0.8092718, ,           1.2,       1.11278, ,           1.2,      1.052707, ,           1.2,       0.96273, , 
          1.4,     0.8974017, ,           1.4,      0.855084, ,           1.4,     0.8306578, ,           1.4,     0.8186547, ,           1.4,     0.8105361, ,           1.4,     0.8073678, ,           1.4,      1.102874, ,           1.4,       1.04364, ,           1.4,     0.9555212, , 
          1.6,     0.8930553, ,           1.6,     0.8521337, ,           1.6,     0.8284948, ,           1.6,     0.8168458, ,           1.6,     0.8088983, ,           1.6,      0.805803, ,           1.6,      1.093758, ,           1.6,      1.035336, ,           1.6,      0.949115, , 
          1.8,     0.8890395, ,           1.8,     0.8496274, ,           1.8,     0.8266441, ,           1.8,     0.8153562, ,           1.8,     0.8076466, ,           1.8,      0.804634, ,           1.8,      1.085462, ,           1.8,      1.027683, ,           1.8,     0.9428897, , 
            2,     0.8861087, ,             2,     0.8475155, ,             2,     0.8251903, ,             2,     0.8141422, ,             2,     0.8066527, ,             2,     0.8037414, ,             2,      1.078814, ,             2,      1.022125, ,             2,     0.9387148, , 
