Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            0,      1.913227, ,             0,      1.782099, ,             0,       2.04047, , 
          0.2,      1.870205, ,           0.2,      1.742056, ,           0.2,      2.003013, , 
          0.4,      1.829634, ,           0.4,       1.70767, ,           0.4,      1.968274, , 
          0.6,      1.796157, ,           0.6,      1.685463, ,           0.6,       1.93615, , 
          0.8,      1.762248, ,           0.8,      1.660376, ,           0.8,      1.906552, , 
            1,      1.730938, ,             1,      1.633775, ,             1,      1.879636, , 
          1.2,      1.704625, ,           1.2,      1.612217, ,           1.2,      1.855534, , 
          1.4,      1.682734, ,           1.4,      1.595936, ,           1.4,      1.833915, , 
          1.6,      1.663561, ,           1.6,      1.581937, ,           1.6,      1.814283, , 
          1.8,      1.646124, ,           1.8,      1.569414, ,           1.8,      1.796396, , 
            2,      1.630712, ,             2,      1.557897, ,             2,       1.78013, , 
          2.2,      1.618007, ,           2.2,      1.548801, ,           2.2,      1.765378, , 
          2.4,      1.606842, ,           2.4,      1.540245, ,           2.4,      1.752105, , 
          2.6,      1.597013, ,           2.6,      1.532726, ,           2.6,      1.740151, , 
          2.8,      1.588493, ,           2.8,      1.527243, ,           2.8,      1.729309, , 
            3,      1.581752, ,             3,      1.522957, ,             3,      1.719436, , 
          3.2,      1.575631, ,           3.2,      1.519499, ,           3.2,      1.710428, , 
          3.4,      1.569393, ,           3.4,      1.517101, ,           3.4,      1.702197, , 
          3.6,      1.564858, ,           3.6,      1.514037, ,           3.6,      1.695601, , 
          3.8,      1.561102, ,           3.8,      1.512741, ,           3.8,      1.689139, , 
            4,      1.558685, ,             4,      1.512192, ,             4,      1.683459, , 
          4.2,      1.557012, ,           4.2,      1.511185, ,           4.2,      1.678502, , 
          4.4,      1.554439, ,           4.4,      1.510617, ,           4.4,      1.674209, , 
          4.6,      1.553653, ,           4.6,      1.510806, ,           4.6,      1.670551, , 
          4.8,      1.552851, ,           4.8,      1.511502, ,           4.8,      1.667462, , 
            5,       1.55284, ,             5,      1.512767, ,             5,      1.664858, , 
          5.2,      1.553053, ,           5.2,      1.514111, ,           5.2,      1.662718, , 
          5.4,       1.55357, ,           5.4,      1.515349, ,           5.4,      1.661028, , 
          5.6,      1.554541, ,           5.6,      1.517178, ,           5.6,      1.659747, , 
          5.8,      1.555817, ,           5.8,      1.519069, ,           5.8,      1.658874, , 
            6,      1.557259, ,             6,      1.521101, ,             6,      1.659312, , 
          6.2,      1.559065, ,           6.2,      1.523536, ,           6.2,      1.659153, , 
          6.4,         1.561, ,           6.4,      1.526099, ,           6.4,      1.659307, , 
          6.6,      1.563181, ,           6.6,       1.52885, ,           6.6,      1.659764, , 
          6.8,       1.56557, ,           6.8,      1.531704, ,           6.8,      1.660506, , 
            7,      1.568118, ,             7,      1.534853, ,             7,      1.661512, , 
          7.2,      1.570809, ,           7.2,      1.537951, ,           7.2,      1.663218, , 
          7.4,        1.5737, ,           7.4,      1.541318, ,           7.4,      1.664697, , 

