Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            0,     0.7909948, ,             0,      0.748153, ,             0,     0.9108914, , 
          0.2,     0.7843916, ,           0.2,     0.7431954, ,           0.2,      0.898919, , 
          0.4,     0.7785474, ,           0.4,     0.7389517, ,           0.4,     0.8881781, , 
          0.6,     0.7733945, ,           0.6,     0.7352387, ,           0.6,     0.8784382, , 
          0.8,     0.7688681, ,           0.8,     0.7320374, ,           0.8,     0.8696922, , 
            1,     0.7648905, ,             1,     0.7293094, ,             1,     0.8619012, , 
          1.2,     0.7614236, ,           1.2,      0.726997, ,           1.2,       0.85496, , 
          1.4,     0.7584194, ,           1.4,     0.7250144, ,           1.4,     0.8493133, , 
          1.6,     0.7558216, ,           1.6,     0.7233683, ,           1.6,     0.8438672, , 
          1.8,     0.7535969, ,           1.8,     0.7220476, ,           1.8,     0.8390904, , 
            2,     0.7517108, ,             2,     0.7209958, ,             2,     0.8348676, , 
          2.2,     0.7501508, ,           2.2,     0.7202153, ,           2.2,     0.8311833, , 
          2.4,     0.7488891, ,           2.4,     0.7196781, ,           2.4,     0.8279727, , 
          2.6,     0.7479037, ,           2.6,     0.7192874, ,           2.6,     0.8252008, , 
          2.8,     0.7471712, ,           2.8,     0.7191402, ,           2.8,     0.8228373, , 
            3,     0.7466626, ,             3,     0.7191808, ,             3,     0.8208453, , 
          3.2,     0.7463628, ,           3.2,     0.7218868, ,           3.2,     0.8192756, , 
          3.4,     0.7462537, ,           3.4,     0.7222348, ,           3.4,     0.8179653, , 
          3.6,     0.7463305, ,           3.6,     0.7227352, ,           3.6,     0.8169593, , 
          3.8,     0.7465743, ,           3.8,     0.7233725, ,           3.8,     0.8162441, , 
            4,     0.7469756, ,             4,     0.7241394, ,             4,     0.8158072, , 
          4.2,     0.7475182, ,           4.2,     0.7250256, ,           4.2,     0.8156088, , 
          4.4,     0.7482067, ,           4.4,     0.7260296, ,           4.4,     0.8156763, , 
          4.6,     0.7529749, ,           4.6,     0.7298618, ,           4.6,     0.8171114, , 
          4.8,     0.7538938, ,           4.8,      0.731077, ,           4.8,     0.8176586, , 
            5,     0.7549336, ,             5,      0.732352, ,             5,     0.8184256, , 
          5.2,     0.7604505, ,           5.2,     0.7350591, ,           5.2,     0.8194303, , 
          5.4,     0.7616791, ,           5.4,     0.7365436, ,           5.4,     0.8206845, , 
          5.6,     0.7644392, ,           5.6,     0.7383815, ,           5.6,     0.8222091, , 
          5.8,      0.765867, ,           5.8,     0.7400372, ,           5.8,     0.8240621, , 

