Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            2,     0.7596139, ,             2,     0.7247688, ,             2,     0.9813146, ,             2,     0.7047072, ,             2,     0.6962064, ,             2,     0.6947153, ,             2,     0.6879336, ,             2,     0.6853049, ,             2,     0.6840061, ,             2,     0.9384277, ,             2,     0.8835173, ,             2,     0.8067661, ,             2,     0.7966786, , 
          2.2,     0.7571725, ,           2.2,      0.723204, ,           2.2,     0.9757272, ,           2.2,     0.7036329, ,           2.2,     0.6953347, ,           2.2,     0.6938789, ,           2.2,     0.6872585, ,           2.2,     0.6846923, ,           2.2,     0.6834243, ,           2.2,     0.9326792, ,           2.2,     0.8783343, ,           2.2,     0.8030985, ,           2.2,     0.7932698, , 
          2.4,     0.7550204, ,           2.4,     0.7218709, ,           2.4,     0.9711761, ,           2.4,     0.7027598, ,           2.4,     0.6946519, ,           2.4,     0.6932296, ,           2.4,     0.6867606, ,           2.4,     0.6842533, ,           2.4,     0.6830142, ,           2.4,     0.9274961, ,           2.4,     0.8736173, ,           2.4,     0.7998032, ,           2.4,     0.7902154, , 
          2.6,     0.7533334, ,           2.6,     0.7208908, ,           2.6,     0.9700555, ,           2.6,     0.7021947, ,           2.6,     0.6942587, ,           2.6,     0.6928667, ,           2.6,     0.6865343, ,           2.6,     0.6840802, ,           2.6,     0.6828672, ,           2.6,     0.9236324, ,           2.6,     0.8698006, ,           2.6,     0.7971645, ,           2.6,     0.7877749, , 
          2.8,     0.7519415, ,           2.8,     0.7201472, ,           2.8,     0.9693113, ,           2.8,     0.7018336, ,           2.8,     0.6940564, ,           2.8,     0.6926926, ,           2.8,      0.686487, ,           2.8,     0.6840824, ,           2.8,     0.6828936, ,           2.8,     0.9202686, ,           2.8,      0.866462, ,           2.8,     0.7949232, ,           2.8,     0.7857057, , 
            3,     0.7508742, ,             3,     0.7196695, ,             3,     0.9691015, ,             3,     0.7016974, ,             3,     0.6940643, ,             3,     0.6927258, ,             3,     0.6866356, ,             3,     0.6842754, ,             3,     0.6831086, ,             3,     0.9175274, ,             3,     0.8637068, ,             3,     0.7931259, ,             3,     0.7840553, , 
          3.2,     0.7499843, ,           3.2,       0.71934, ,           3.2,     0.9690349, ,           3.2,     0.7016918, ,           3.2,      0.694196, ,           3.2,     0.6928816, ,           3.2,     0.6869013, ,           3.2,     0.6845833, ,           3.2,     0.6834375, ,           3.2,     0.9150478, ,           3.2,     0.8612153, ,           3.2,     0.7915454, ,           3.2,     0.7826148, , 
          3.4,     0.7492725, ,           3.4,     0.7191598, ,           3.4,     0.9691297, ,           3.4,     0.7018165, ,           3.4,     0.6944506, ,           3.4,     0.6931591, ,           3.4,     0.6872828, ,           3.4,     0.6850048, ,           3.4,     0.6838787, ,           3.4,     0.9128471, ,           3.4,     0.8590021, ,           3.4,     0.7901841, ,           3.4,     0.7813854, , 
          3.6,     0.7488405, ,           3.6,     0.7191914, ,           3.6,      0.977688, ,           3.6,     0.7021207, ,           3.6,     0.6948722, ,           3.6,     0.6936014, ,           3.6,     0.6878192, ,           3.6,     0.6855773, ,           3.6,     0.6844691, ,           3.6,     0.9129389, ,           3.6,     0.8576565, ,           3.6,     0.7892422, ,           3.6,      0.780545, , 
          3.8,     0.7486368, ,           3.8,     0.7193969, ,           3.8,     0.9913675, ,           3.8,     0.7025777, ,           3.8,     0.6954375, ,           3.8,     0.6941855, ,           3.8,     0.6884901, ,           3.8,     0.6862817, ,           3.8,       0.68519, ,           3.8,     0.9145272, ,           3.8,     0.8569403, ,           3.8,      0.788628, ,           3.8,     0.7800097, , 
            4,     0.7486363, ,             4,     0.7197688, ,             4,      1.004975, ,             4,     0.7031923, ,             4,     0.6961538, ,             4,     0.6949195, ,             4,     0.6893057, ,             4,     0.6871292, ,             4,     0.6860533, ,             4,     0.9164457, ,             4,     0.8565794, ,             4,     0.7882691, ,             4,     0.7797164, , 
          4.2,     0.7488073, ,           4.2,     0.7202932, ,           4.2,      1.018243, ,           4.2,     0.7039503, ,           4.2,     0.6970087, ,           4.2,     0.6957911, ,           4.2,     0.6902549, ,           4.2,     0.6881087, ,           4.2,     0.6870477, ,           4.2,     0.9185727, ,           4.2,     0.8564906, ,           4.2,     0.7881178, ,           4.2,     0.7796222, , 
          4.4,     0.7491667, ,           4.4,     0.7209703, ,           4.4,      1.031405, ,           4.4,     0.7048405, ,           4.4,     0.6979866, ,           4.4,     0.6967844, ,           4.4,     0.6913189, ,           4.4,     0.6892004, ,           4.4,     0.6881531, ,           4.4,     0.9210112, ,           4.4,     0.8567401, ,           4.4,     0.7882079, ,           4.4,     0.7797567, , 
          4.6,     0.7496131, ,           4.6,     0.7217209, ,           4.6,      1.044086, ,           4.6,     0.7057961, ,           4.6,     0.6990262, ,           4.6,     0.6978388, ,           4.6,     0.6924412, ,           4.6,     0.6903493, ,           4.6,     0.6893151, ,           4.6,     0.9234371, ,           4.6,     0.8570749, ,           4.6,      0.788396, ,           4.6,     0.7799869, , 
          4.8,      0.750381, ,           4.8,     0.7226682, ,           4.8,      1.114761, ,           4.8,     0.7069098, ,           4.8,      0.700211, ,           4.8,     0.6990363, ,           4.8,     0.6936977, ,           4.8,     0.6916293, ,           4.8,     0.6906068, ,           4.8,     0.9978791, ,           4.8,     0.8583625, ,           4.8,     0.7886192, ,           4.8,     0.7801566, , 
            5,     0.7512429, ,             5,     0.7236941, ,             5,       1.12028, ,             5,     0.7080926, ,             5,     0.7014611, ,             5,     0.7002983, ,             5,     0.6950156, ,             5,     0.6929696, ,             5,     0.6919582, ,             5,      1.002224, ,             5,     0.8609868, ,             5,     0.7893713, ,             5,      0.780905, , 
          5.2,     0.7522699, ,           5.2,      0.724851, ,           5.2,      1.126688, ,           5.2,     0.7093817, ,           5.2,     0.7028153, ,           5.2,     0.7016641, ,           5.2,     0.6964314, ,           5.2,     0.6944047, ,           5.2,     0.6934032, ,           5.2,      1.008057, ,           5.2,     0.8653779, ,           5.2,     0.7904562, ,           5.2,     0.7819391, , 
          5.4,     0.7533487, ,           5.4,     0.7260552, ,           5.4,      1.132967, ,           5.4,     0.7107131, ,           5.4,     0.7042102, ,           5.4,     0.7030702, ,           5.4,     0.6978856, ,           5.4,     0.6958777, ,           5.4,     0.6948857, ,           5.4,      1.016447, ,           5.4,     0.8738582, ,           5.4,     0.7917494, ,           5.4,     0.7831318, , 
          5.6,      0.754571, ,           5.6,     0.7273717, ,           5.6,      1.139817, ,           5.6,     0.7121451, ,           5.6,     0.7056984, ,           5.6,     0.7045683, ,           5.6,     0.6994263, ,           5.6,     0.6974356, ,           5.6,      0.696452, ,           5.6,       1.05219, ,           5.6,      1.005566, ,           5.6,     0.7934096, ,           5.6,     0.7846257, , 
          5.8,     0.7560016, ,           5.8,     0.7287905, , , , ,           5.8,     0.7136614, ,           5.8,     0.7072637, ,           5.8,     0.7061423, ,           5.8,     0.7010378, ,           5.8,     0.6990625, ,           5.8,     0.6980864, ,           5.8,      1.058619, , , , ,           5.8,     0.7955557, ,           5.8,     0.7864504, , 
            6,     0.7578916, ,             6,     0.7303758, , , , ,             6,      0.715301, ,             6,     0.7089392, ,             6,     0.7078244, ,             6,     0.7027482, ,             6,     0.7007851, ,             6,     0.6998149, ,             6,      1.081764, , , , ,             6,     0.7981258, ,             6,     0.7886624, , 
          6.2,     0.7598264, ,           6.2,     0.7320086, , , , ,           6.2,     0.7169851, ,           6.2,     0.7106563, ,           6.2,     0.7095476, ,           6.2,     0.7044977, ,           6.2,     0.7025459, ,           6.2,     0.7015812, ,           6.2,      1.087513, , , , ,           6.2,      0.801488, ,           6.2,     0.7912427, , 
          6.4,     0.7618401, ,           6.4,     0.7337137, , , , ,           6.4,     0.7187331, ,           6.4,     0.7124305, ,           6.4,      0.711327, ,           6.4,     0.7063015, ,           6.4,     0.7043602, ,           6.4,     0.7034004, ,           6.4,      1.102406, , , , , , , ,           6.4,     0.7947256, , 
          6.6,     0.7639365, ,           6.6,     0.7354954, , , , ,           6.6,     0.7205504, ,           6.6,     0.7142683, ,           6.6,     0.7131692, ,           6.6,     0.7081682, ,           6.6,     0.7062371, ,           6.6,     0.7052818, ,           6.6,      1.108328, , , , , , , ,           6.6,     0.7995195, , 
          6.8,     0.7660323, ,           6.8,     0.7372886, , , , ,           6.8,     0.7223768, ,           6.8,     0.7161143, ,           6.8,     0.7150194, ,           6.8,     0.7100418, ,           6.8,     0.7081206, ,           6.8,     0.7071696, ,           6.8,      1.115899, , , , , , , ,           6.8,     0.8088764, , 
, , ,             7,     0.7393254, , , , ,             7,     0.7243554, ,             7,     0.7180968, ,             7,     0.7170032, ,             7,     0.7120351, ,             7,     0.7101184, ,             7,     0.7091693, , , , , , , , , , , , , , 
, , ,           7.2,     0.7415758, , , , ,           7.2,     0.7264558, ,           7.2,     0.7201818, ,           7.2,     0.7190866, ,           7.2,     0.7141166, ,           7.2,     0.7122006, ,           7.2,     0.7112516, , , , , , , , , , , , , , 
, , ,           7.4,     0.7438327, , , , ,           7.4,      0.728567, ,           7.4,     0.7222785, ,           7.4,     0.7211817, ,           7.4,     0.7162095, ,           7.4,     0.7142941, ,           7.4,      0.713345, , , , , , , , , , , , , , 
, , ,           7.6,     0.7461076, , , , ,           7.6,     0.7306963, ,           7.6,      0.724394, ,           7.6,     0.7232956, ,           7.6,     0.7183203, ,           7.6,      0.716405, ,           7.6,     0.7154557, , , , , , , , , , , , , , 
, , ,           7.8,     0.7484713, , , , ,           7.8,     0.7329013, ,           7.8,     0.7265796, ,           7.8,     0.7254782, ,           7.8,     0.7204915, ,           7.8,     0.7185738, ,           7.8,     0.7176235, , , , , , , , , , , , , , 
, , ,             8,     0.7508607, , , , ,             8,     0.7351307, ,             8,     0.7287886, ,             8,     0.7276838, ,             8,     0.7226834, ,             8,     0.7207627, ,             8,     0.7198111, , , , , , , , , , , , , , 

