Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      1.256251, ,            -1,      1.183813, ,            -1,      1.137005, ,            -1,      1.114929, ,            -1,      1.097786, ,            -1,      1.090235, ,            -1,      1.642694, ,            -1,      1.523601, ,            -1,      1.352906, , 
         -0.8,      1.221771, ,          -0.8,      1.151016, ,          -0.8,      1.106494, ,          -0.8,      1.085458, ,          -0.8,      1.069601, ,          -0.8,      1.063326, ,          -0.8,      1.593934, ,          -0.8,      1.480064, ,          -0.8,      1.315956, , 
         -0.6,      1.192136, ,          -0.6,      1.122714, ,          -0.6,      1.080677, ,          -0.6,      1.060068, ,          -0.6,      1.044654, ,          -0.6,      1.038665, ,          -0.6,      1.550054, ,          -0.6,      1.441183, ,          -0.6,      1.283521, , 
         -0.4,       1.16634, ,          -0.4,       1.09865, ,          -0.4,      1.058266, ,          -0.4,      1.038062, ,          -0.4,      1.024033, ,          -0.4,      1.018197, ,          -0.4,      1.510391, ,          -0.4,      1.406244, ,          -0.4,      1.254875, , 
         -0.2,      1.143843, ,          -0.2,      1.078103, ,          -0.2,      1.039481, ,          -0.2,      1.019472, ,          -0.2,      1.005732, ,          -0.2,       1.00043, ,          -0.2,      1.474503, ,          -0.2,      1.374779, ,          -0.2,      1.229516, , 
            0,      1.124067, ,             0,      1.060382, ,             0,      1.022988, ,             0,      1.003867, ,             0,     0.9906466, ,             0,     0.9853545, ,             0,      1.441966, ,             0,      1.346343, ,             0,      1.206883, , 
          0.2,      1.106686, ,           0.2,      1.044896, ,           0.2,       1.00873, ,           0.2,     0.9904401, ,           0.2,      0.977541, ,           0.2,     0.9725659, ,           0.2,      1.412423, ,           0.2,      1.320599, ,           0.2,      1.186568, , 
          0.4,      1.091306, ,           0.4,      1.031365, ,           0.4,      0.996313, ,           0.4,     0.9788039, ,           0.4,     0.9663602, ,           0.4,     0.9614195, ,           0.4,      1.385577, ,           0.4,      1.297261, ,           0.4,      1.168276, , 
          0.6,      1.077585, ,           0.6,      1.019608, ,           0.6,     0.9854972, ,           0.6,     0.9684993, ,           0.6,     0.9567486, ,           0.6,     0.9520597, ,           0.6,      1.361156, ,           0.6,      1.276087, ,           0.6,      1.151781, , 
          0.8,      1.065308, ,           0.8,      1.009277, ,           0.8,     0.9762017, ,           0.8,     0.9596245, ,           0.8,     0.9482398, ,           0.8,     0.9437516, ,           0.8,      1.338928, ,           0.8,      1.256863, ,           0.8,      1.136891, , 
