Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      1.796397, ,            -1,      1.696444, ,            -1,      1.670497, ,            -1,      2.204557, ,            -1,      1.996611, , 
         -0.8,      1.738315, ,          -0.8,       1.64331, ,          -0.8,       1.61721, ,          -0.8,      2.136124, ,          -0.8,      1.933747, , 
         -0.6,      1.687835, ,          -0.6,       1.59731, ,          -0.6,      1.572152, ,          -0.6,      2.075157, ,          -0.6,      1.878283, , 
         -0.4,      1.643883, ,          -0.4,      1.558208, ,          -0.4,      1.533345, ,          -0.4,      2.020721, ,          -0.4,      1.829253, , 
         -0.2,       1.60498, ,          -0.2,      1.524223, ,          -0.2,      1.500267, ,          -0.2,      1.972075, ,          -0.2,      1.785871, , 
            0,       1.57051, ,             0,       1.49345, ,             0,      1.471994, ,             0,      1.928493, ,             0,      1.747467, , 
          0.2,       1.54019, ,           0.2,      1.466226, ,           0.2,      1.447447, ,           0.2,      1.889268, ,           0.2,      1.713551, , 
          0.4,      1.513839, ,           0.4,      1.442587, ,           0.4,       1.42562, ,           0.4,      1.853898, ,           0.4,      1.683513, , 
          0.6,      1.490697, ,           0.6,      1.422161, ,           0.6,      1.405596, ,           0.6,      1.821954, ,           0.6,      1.656752, , 
          0.8,       1.47029, ,           0.8,      1.404724, ,           0.8,      1.387973, ,           0.8,      1.793019, ,           0.8,      1.632864, , 
            1,      1.452858, ,             1,      1.389319, ,             1,      1.373759, ,             1,       1.76677, ,             1,      1.611527, , 
          1.2,      1.437867, ,           1.2,      1.375639, ,           1.2,      1.361176, ,           1.2,      1.742956, ,           1.2,      1.592422, , 
          1.4,      1.424548, ,           1.4,      1.364236, ,           1.4,      1.350053, ,           1.4,      1.721319, ,           1.4,      1.575243, , 
          1.6,      1.412881, ,           1.6,      1.354728, ,           1.6,      1.340861, ,           1.6,      1.701656, ,           1.6,      1.559807, , 
          1.8,      1.402752, ,           1.8,      1.346341, ,           1.8,      1.333017, ,           1.8,       1.68376, ,           1.8,      1.545992, , 
            2,      1.394002, ,             2,      1.339127, ,             2,      1.326309, ,             2,      1.667468, ,             2,      1.533628, , 
          2.2,      1.386443, ,           2.2,      1.333015, ,           2.2,      1.320703, ,           2.2,      1.652639, ,           2.2,      1.522548, , 
          2.4,      1.379845, ,           2.4,      1.327962, ,           2.4,      1.315865, ,           2.4,      1.639146, ,           2.4,      1.512611, , 
          2.6,      1.374117, ,           2.6,      1.323889, ,           2.6,       1.31183, ,           2.6,      1.626885, ,           2.6,      1.503701, , 
          2.8,      1.369247, ,           2.8,      1.320473, ,           2.8,      1.308663, ,           2.8,      1.615765, ,           2.8,      1.495727, , 
            3,      1.365193, ,             3,       1.31756, ,             3,      1.306187, ,             3,       1.60572, ,             3,      1.488616, , 
          3.2,      1.361838, ,           3.2,      1.315168, ,           3.2,      1.304202, ,           3.2,      1.596712, ,           3.2,        1.4823, , 
          3.4,      1.359085, ,           3.4,      1.313445, ,           3.4,      1.302719, ,           3.4,      1.588606, ,           3.4,      1.476707, , 
          3.6,      1.356878, ,           3.6,      1.312268, ,           3.6,      1.301827, ,           3.6,      1.581325, ,           3.6,       1.47179, , 
          3.8,      1.355157, ,           3.8,      1.311538, ,           3.8,      1.301371, ,           3.8,      1.574797, ,           3.8,      1.467486, , 
            4,      1.353896, ,             4,      1.311232, ,             4,      1.301324, ,             4,      1.568977, ,             4,      1.463763, , 
          4.2,      1.353049, ,           4.2,      1.311295, ,           4.2,      1.301618, ,           4.2,      1.563812, ,           4.2,      1.460581, , 
          4.4,      1.352586, ,           4.4,      1.311687, ,           4.4,      1.302229, ,           4.4,      1.559259, ,           4.4,      1.457902, , 
          4.6,      1.352476, ,           4.6,       1.31239, ,           4.6,      1.303131, ,           4.6,      1.555278, ,           4.6,      1.455684, , 
          4.8,      1.352693, ,           4.8,      1.313391, ,           4.8,      1.304324, ,           4.8,      1.551837, ,           4.8,      1.453899, , 
            5,      1.353216, ,             5,      1.314663, ,             5,      1.305778, ,             5,      1.548906, ,             5,      1.452516, , 
          5.2,      1.354021, ,           5.2,      1.316182, ,           5.2,       1.30747, ,           5.2,      1.546459, ,           5.2,      1.451518, , 
          5.4,       1.35509, ,           5.4,      1.317933, ,           5.4,      1.309388, ,           5.4,      1.544459, ,           5.4,      1.450883, , 
          5.6,      1.356404, ,           5.6,      1.319894, ,           5.6,      1.311506, ,           5.6,      1.542876, ,           5.6,       1.45058, , 
          5.8,      1.357954, ,           5.8,       1.32206, ,           5.8,      1.313821, ,           5.8,      1.541711, ,           5.8,      1.450596, , 
            6,      1.359719, ,             6,      1.324411, ,             6,      1.316313, ,             6,       1.54092, ,             6,      1.450904, , 
          6.2,      1.361685, ,           6.2,      1.326936, ,           6.2,       1.31897, ,           6.2,      1.540497, ,           6.2,      1.451493, , 
          6.4,      1.363845, ,           6.4,      1.329625, ,           6.4,      1.321799, ,           6.4,      1.540445, ,           6.4,      1.452357, , 
          6.6,      1.366183, ,           6.6,      1.332469, ,           6.6,      1.324759, ,           6.6,      1.540728, ,           6.6,      1.453468, , 
          6.8,       1.36869, ,           6.8,      1.335456, ,           6.8,      1.327858, ,           6.8,      1.541331, ,           6.8,      1.454817, , 
            7,      1.371358, ,             7,       1.33858, ,             7,       1.33109, ,             7,      1.542263, ,             7,      1.456397, , 
          7.2,      1.374174, ,           7.2,       1.34184, ,           7.2,      1.334441, ,           7.2,      1.543506, ,           7.2,       1.45819, , 
          7.4,      1.377131, ,           7.4,      1.345208, ,           7.4,      1.337907, ,           7.4,      1.545053, ,           7.4,      1.460191, , 
          7.6,      1.380226, ,           7.6,      1.348691, ,           7.6,      1.341483, ,           7.6,      1.546933, ,           7.6,      1.462395, , 
          7.8,       1.38345, ,           7.8,      1.352281, ,           7.8,      1.345158, ,           7.8,      1.549124, ,           7.8,      1.464788, , 
            8,      1.386794, ,             8,      1.355972, ,             8,      1.348926, ,             8,      1.551628, ,             8,      1.467357, , 

