Alpha,T1-15.8 m/s-VLM2, , 
           -1,      1.465139, , 
         -0.8,      1.421334, , 
         -0.6,      1.383099, , 
         -0.4,      1.349719, , 
         -0.2,      1.320666, , 
            0,      1.295687, , 
          0.2,      1.274084, , 
          0.4,      1.255415, , 
          0.6,       1.23917, , 
          0.8,      1.225084, , 
            1,      1.212858, , 
          1.2,      1.202098, , 
          1.4,      1.192638, , 
          1.6,      1.184472, , 
          1.8,      1.177394, , 
            2,      1.171234, , 
          2.2,      1.165876, , 
          2.4,      1.161237, , 
          2.6,      1.157244, , 
          2.8,      1.153839, , 
            3,      1.150978, , 
          3.2,      1.148611, , 
          3.4,      1.146703, , 
          3.6,      1.145211, , 
          3.8,       1.14411, , 
            4,      1.143366, , 
          4.2,      1.142956, , 
          4.4,      1.142852, , 
          4.6,      1.143041, , 
          4.8,      1.143499, , 
            5,      1.144208, , 
          5.2,      1.145154, , 
          5.4,       1.14632, , 
          5.6,      1.147692, , 
          5.8,      1.149263, , 
            6,      1.151013, , 
          6.2,      1.152936, , 
          6.4,      1.155025, , 
          6.6,      1.157271, , 
          6.8,      1.159666, , 
            7,      1.162206, , 
          7.2,      1.164885, , 

