Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.8575027, , 
         -0.8,     0.8369189, , 
         -0.6,     0.8190843, , 
         -0.4,     0.8032644, , 
         -0.2,     0.7891248, , 
            0,     0.7764477, , 
          0.2,     0.7650603, , 
          0.4,     0.7548224, , 
          0.6,     0.7456165, , 
          0.8,     0.7373466, , 
            1,       0.72992, , 
          1.2,     0.7232596, , 
          1.4,     0.7172958, , 
          1.6,     0.7119654, , 
          1.8,     0.7072173, , 
            2,     0.7029993, , 
          2.2,     0.6992595, , 
          2.4,     0.6959816, , 
          2.6,     0.6931148, , 
          2.8,     0.6906321, , 
            3,     0.6885075, , 
          3.2,     0.6867125, , 
          3.4,     0.6852287, , 
          3.6,     0.6840307, , 
          3.8,     0.6831051, , 
            4,     0.6824347, , 
          4.2,     0.6820056, , 
          4.4,     0.6818064, , 
          4.6,     0.6818272, , 
          4.8,     0.6820587, , 
            5,     0.6824993, , 
          5.2,      0.683151, , 
          5.4,     0.6840164, , 
          5.6,     0.6851225, , 
          5.8,     0.6864753, , 
            6,     0.6881243, , 
          6.2,     0.6940837, , 
          6.4,     0.6964463, , 
          6.6,     0.7037291, , 
          6.8,     0.7068366, , 
            7,     0.7103468, , 
          7.2,     0.7157828, , 
          7.4,     0.7218357, , 

