Alpha,T1-15.8 m/s-VLM2, , 
           -1,      1.014727, , 
         -0.8,     0.9886329, , 
         -0.6,     0.9663895, , 
         -0.4,     0.9472181, , 
         -0.2,     0.9306299, , 
            0,     0.9162237, , 
          0.2,     0.9034765, , 
          0.4,     0.8921161, , 
          0.6,     0.8819698, , 
          0.8,     0.8728896, , 
            1,     0.8647758, , 
          1.2,     0.8575296, , 
          1.4,      0.851072, , 
          1.6,     0.8453303, , 
          1.8,     0.8402412, , 
            2,     0.8357531, , 
          2.2,      0.831812, , 
          2.4,     0.8283719, , 
          2.6,     0.8253953, , 
          2.8,     0.8228439, , 
            3,      0.820685, , 
          3.2,     0.8188882, , 
          3.4,     0.8174286, , 
          3.6,     0.8162847, , 
          3.8,     0.8154363, , 
            4,     0.8148596, , 
          4.2,     0.8145445, , 
          4.4,     0.8144634, , 
          4.6,     0.8146173, , 
          4.8,       0.81499, , 
            5,     0.8155686, , 
          5.2,     0.8163441, , 
          5.4,     0.8173072, , 
          5.6,     0.8184604, , 
          5.8,     0.8197965, , 
            6,     0.8213187, , 
          6.2,     0.8230471, , 
          6.4,     0.8249975, , 
          6.6,     0.8271845, , 
          6.8,      0.829655, , 
            7,     0.8324443, , 
          7.2,     0.8396333, , 
          7.4,     0.8430603, , 
          7.6,     0.8467942, , 
          7.8,     0.8554264, , 
            8,     0.8597922, , 

