Alpha,T1-15.8 m/s-VLM2, , 
           -1,        3.1971, , 
         -0.8,      3.161727, , 
         -0.6,      3.132606, , 
         -0.4,      3.109359, , 
         -0.2,      3.091253, , 
            0,      3.077434, , 
          0.2,      3.067334, , 
          0.4,      3.060577, , 
          0.6,      3.056922, , 
          0.8,      3.056252, , 
            1,      3.058179, , 
          1.2,      3.062402, , 
          1.4,      3.068755, , 
          1.6,      3.077208, , 
          1.8,       3.08755, , 
            2,      3.099589, , 
          2.2,      3.113176, , 
          2.4,      3.128216, , 
          2.6,      3.144589, , 
          2.8,      3.162208, , 
            3,      3.181005, , 
          3.2,      3.200919, , 
          3.4,      3.221882, , 
          3.6,      3.243861, , 
          3.8,      3.266838, , 
            4,      3.290822, , 
          4.2,       3.31575, , 
          4.4,      3.341573, , 
          4.6,      3.368264, , 
          4.8,      3.395831, , 
            5,      3.424262, , 

