Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      13.32879, ,            -1,      14.21849, ,            -1,       14.7831, ,            -1,      15.11917, ,            -1,      15.36089, ,            -1,       15.4581, ,            -1,      9.932151, ,            -1,      11.05103, ,            -1,      12.35251, , 
         -0.8,      13.49284, ,          -0.8,      14.38805, ,          -0.8,       14.9584, ,          -0.8,      15.29283, ,          -0.8,      15.53291, ,          -0.8,      15.62883, ,          -0.8,      10.09368, ,          -0.8,      11.21497, ,          -0.8,      12.51492, , 
         -0.6,      13.63202, ,          -0.6,      14.52663, ,          -0.6,      15.09782, ,          -0.6,      15.42919, ,          -0.6,       15.6669, ,          -0.6,      15.76212, ,          -0.6,       10.2407, ,          -0.6,      11.36146, ,          -0.6,      12.65618, , 
         -0.4,      13.74804, ,          -0.4,      14.63806, ,          -0.4,      15.20727, ,          -0.4,      15.53343, ,          -0.4,      15.76901, ,          -0.4,      15.86454, ,          -0.4,      10.37364, ,          -0.4,      11.49137, ,          -0.4,      12.77806, , 
         -0.2,      13.84284, ,          -0.2,      14.72543, ,          -0.2,        15.289, ,          -0.2,      15.61141, ,          -0.2,      15.84514, ,          -0.2,       15.9394, ,          -0.2,      10.49264, ,          -0.2,      11.60551, ,          -0.2,      12.88172, , 
            0,      13.91852, ,             0,      14.79041, ,             0,      15.34694, ,             0,      15.66335, ,             0,      15.89333, ,             0,      15.98597, ,             0,      10.59871, ,             0,      11.70457, ,             0,      12.96762, , 
          0.2,      13.97705, ,           0.2,      14.83496, ,           0.2,       15.3847, ,           0.2,      15.69453, ,           0.2,       15.9178, ,           0.2,      16.00856, ,           0.2,      10.69233, ,           0.2,      11.78948, ,           0.2,      13.03719, , 
          0.4,      14.01949, ,           0.4,      14.86243, ,           0.4,       15.4018, ,           0.4,      15.70485, ,           0.4,      15.92161, ,           0.4,      16.01057, ,           0.4,      10.77408, ,           0.4,      11.86118, ,           0.4,      13.09226, , 
          0.6,      14.04682, ,           0.6,      14.87482, ,           0.6,      15.40154, ,           0.6,      15.69795, ,           0.6,      15.90816, ,           0.6,      15.99363, ,           0.6,      10.84449, ,           0.6,       11.9204, ,           0.6,      13.13393, , 
          0.8,      14.06037, ,           0.8,      14.87301, ,           0.8,      15.38867, ,           0.8,      15.67744, ,           0.8,      15.88276, ,           0.8,      15.96513, ,           0.8,      10.90411, ,           0.8,      11.96775, ,           0.8,      13.16284, , 
            1,      14.06165, ,             1,      14.85779, ,             1,      15.36296, ,             1,      15.64444, ,             1,      15.84605, ,             1,      15.92652, ,             1,      10.95346, ,             1,      12.00404, ,             1,      13.18016, , 
