Alpha,T1-15.8 m/s-VLM2, , 
           -1,      6.772842, , 
         -0.8,      6.637637, , 
         -0.6,      6.519912, , 
         -0.4,      6.418268, , 
         -0.2,      6.331159, , 
            0,      6.256897, , 
          0.2,      6.194019, , 
          0.4,      6.141365, , 
          0.6,      6.098665, , 
          0.8,       6.06624, , 
            1,      6.042935, , 
          1.2,      6.027217, , 
          1.4,       6.01823, , 
          1.6,      6.014998, , 
          1.8,      6.016941, , 
            2,      6.023317, , 
          2.2,      6.033833, , 
          2.4,      6.048009, , 
          2.6,      6.065504, , 
          2.8,      6.086079, , 
            3,      6.109517, , 
          3.2,      6.135507, , 
          3.4,      6.163824, , 
          3.6,      6.194278, , 
          3.8,      6.226725, , 
            4,      6.261124, , 
          4.2,      6.297188, , 
          4.4,      6.334936, , 
          4.6,      6.374176, , 
          4.8,       6.41483, , 
            5,      6.456797, , 
          5.2,      6.500033, , 
          5.4,      6.544453, , 
          5.6,          6.59, , 
          5.8,      6.636505, , 
            6,      6.683979, , 
          6.2,      6.732296, , 
          6.4,      6.781469, , 
          6.6,      6.831452, , 
          6.8,      6.882216, , 
            7,      6.933724, , 
          7.2,      6.985896, , 
          7.4,      7.038652, , 
          7.6,      7.092031, , 
          7.8,      7.145952, , 
            8,      7.200372, , 
          8.2,      7.255388, , 
          8.4,      7.310815, , 
          8.6,      7.366749, , 
          8.8,      7.423078, , 
            9,      7.479803, , 
          9.2,      7.536885, , 
          9.4,      7.594312, , 
          9.6,      7.652073, , 
          9.8,      7.710136, , 
           10,      7.768492, , 
         10.2,      7.827123, , 
         10.4,      7.886002, , 
         10.6,      7.945146, , 
         10.8,      8.004515, , 
           11,      8.064098, , 
         11.2,      8.123912, , 
         11.4,      8.183905, , 
         11.6,       8.24408, , 
         11.8,       8.30445, , 
           12,      8.364966, , 

