Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.6477351, , 
         -0.8,     0.6479132, , 
         -0.6,     0.6480696, , 
         -0.4,     0.6482067, , 
         -0.2,     0.6483264, , 
            0,     0.6484305, , 
          0.2,     0.6485207, , 
          0.4,     0.6485982, , 
          0.6,     0.6486643, , 
          0.8,       0.64872, , 
            1,     0.6487664, , 
          1.2,     0.6488042, , 
          1.4,     0.6488344, , 
          1.6,     0.6488574, , 
          1.8,      0.648874, , 
            2,     0.6488848, , 
          2.2,     0.6488902, , 
          2.4,     0.6488907, , 
          2.6,     0.6488867, , 
          2.8,     0.6488787, , 
            3,      0.648867, , 
          3.2,     0.6488518, , 
          3.4,     0.6488336, , 
          3.6,     0.6488126, , 
          3.8,     0.6487889, , 
            4,      0.648763, , 
          4.2,      0.648735, , 
          4.4,      0.648705, , 
          4.6,     0.6486733, , 
          4.8,     0.6486401, , 
            5,     0.6486055, , 
          5.2,     0.6485697, , 
          5.4,     0.6485329, , 
          5.6,     0.6484951, , 
          5.8,     0.6484565, , 

