Alpha,T1-15.8 m/s-VLM2, , 
           -1,      17.90257, , 
         -0.8,      18.10328, , 
         -0.6,       18.2719, , 
         -0.4,      18.40878, , 
         -0.2,      18.51682, , 
            0,      18.60013, , 
          0.2,       18.6615, , 
          0.4,      18.70277, , 
          0.6,      18.72518, , 
          0.8,      18.72929, , 
            1,      18.71746, , 
          1.2,       18.6916, , 
          1.4,      18.65283, , 
          1.6,       18.6015, , 
          1.8,      18.53907, , 
            2,      18.46693, , 
          2.2,      18.38617, , 
          2.4,       18.2976, , 
          2.6,      18.20214, , 
          2.8,      18.10051, , 
            3,      17.99334, , 
          3.2,      17.88116, , 
          3.4,      17.76458, , 
          3.6,      17.64396, , 
          3.8,      17.51959, , 
            4,      17.39163, , 
          4.2,      17.26059, , 
          4.4,      17.12691, , 
          4.6,      16.99088, , 
          4.8,      16.85263, , 
            5,      16.71238, , 

