Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      17.57973, ,            -1,      18.87176, ,            -1,      14.99579, , 
         -0.8,      17.77564, ,          -0.8,      19.05584, ,          -0.8,      15.19786, , 
         -0.6,      17.93964, ,          -0.6,      19.20733, ,          -0.6,      15.37515, , 
         -0.4,      18.07398, ,          -0.4,      19.32715, ,          -0.4,      15.52937, , 
         -0.2,      18.17893, ,          -0.2,      19.41761, ,          -0.2,      15.66162, , 
            0,      18.25896, ,             0,      19.48101, ,             0,      15.77308, , 
          0.2,      18.31709, ,           0.2,      19.51614, ,           0.2,      15.86523, , 
          0.4,      18.35544, ,           0.4,      19.52856, ,           0.4,      15.93955, , 
          0.6,      18.37554, ,           0.6,      19.52206, ,           0.6,      15.99692, , 
          0.8,      18.37845, ,           0.8,       19.4995, ,           0.8,      16.03849, , 
            1,      18.36523, ,             1,      19.46125, ,             1,      16.06555, , 
          1.2,      18.33784, ,           1.2,      19.40801, ,           1.2,      16.07931, , 
          1.4,      18.29804, ,           1.4,      19.34272, ,           1.4,      16.08087, , 
          1.6,      18.24675, ,           1.6,      19.26578, ,           1.6,      16.07123, , 
          1.8,      18.18442, ,           1.8,      19.17904, ,           1.8,      16.05115, , 
            2,      18.11223, ,             2,      19.08363, ,             2,      16.02143, , 
          2.2,      18.03151, ,           2.2,      18.97993, ,           2.2,      15.98294, , 
          2.4,      17.94332, ,           2.4,      18.86853, ,           2.4,      15.93632, , 
          2.6,      17.84839, ,           2.6,      18.75031, ,           2.6,      15.88208, , 
          2.8,      17.74738, ,           2.8,      18.62755, ,           2.8,      15.82046, , 
            3,      17.64106, ,             3,      18.50018, ,             3,      15.75233, , 
          3.2,      17.52997, ,           3.2,      18.36874, ,           3.2,      15.67827, , 
          3.4,      17.41462, ,           3.4,       18.2336, ,           3.4,      15.59875, , 
          3.6,      17.29553, ,           3.6,      18.09623, ,           3.6,      15.51432, , 
          3.8,        17.173, ,           3.8,      17.95625, ,           3.8,      15.42537, , 
            4,      17.04731, ,             4,       17.8139, ,             4,      15.33207, , 
          4.2,       16.9186, ,           4.2,      17.66973, ,           4.2,      15.23487, , 
          4.4,      16.78726, ,           4.4,      17.52389, ,           4.4,       15.1339, , 
          4.6,      16.65375, ,           4.6,      17.37645, ,           4.6,      15.02944, , 
          4.8,       16.5182, ,           4.8,      17.22742, ,           4.8,      14.92156, , 
            5,      16.38087, ,             5,      17.07693, ,             5,      14.81047, , 
          5.2,      16.24176, ,           5.2,      16.92537, ,           5.2,      14.69602, , 

