Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      16.82752, ,            -1,      18.02968, ,            -1,      18.35139, ,            -1,      12.79529, ,            -1,      14.40971, , 
         -0.8,      17.01416, ,          -0.8,      18.21066, ,          -0.8,       18.5239, ,          -0.8,      12.99036, ,          -0.8,      14.60087, , 
         -0.6,      17.16831, ,          -0.6,        18.351, ,          -0.6,      18.65642, ,          -0.6,      13.16487, ,          -0.6,      14.76825, , 
         -0.4,      17.29473, ,          -0.4,      18.46164, ,          -0.4,      18.76254, ,          -0.4,      13.31983, ,          -0.4,      14.91323, , 
         -0.2,      17.39525, ,          -0.2,      18.54462, ,          -0.2,      18.84309, ,          -0.2,      13.45637, ,          -0.2,      15.03744, , 
            0,      17.46988, ,             0,      18.60361, ,             0,      18.89883, ,             0,      13.57532, ,             0,       15.1418, , 
          0.2,      17.52193, ,           0.2,      18.63907, ,           0.2,      18.93015, ,           0.2,       13.6774, ,           0.2,      15.22732, , 
          0.4,      17.55483, ,           0.4,      18.65052, ,           0.4,      18.93558, ,           0.4,      13.76373, ,           0.4,      15.29573, , 
          0.6,      17.57044, ,           0.6,      18.64136, ,           0.6,      18.91789, ,           0.6,      13.83532, ,           0.6,      15.34825, , 
          0.8,      17.57019, ,           0.8,      18.61626, ,           0.8,      18.88372, ,           0.8,      13.89294, ,           0.8,       15.3858, , 
            1,      17.55516, ,             1,      18.57512, ,             1,       18.8345, ,             1,      13.93764, ,             1,      15.40943, , 
          1.2,      17.52613, ,           1.2,      18.52222, ,           1.2,      18.77228, ,           1.2,      13.97014, ,           1.2,      15.42013, , 
          1.4,      17.48466, ,           1.4,      18.45738, ,           1.4,      18.69871, ,           1.4,       13.9912, ,           1.4,      15.41908, , 
          1.6,      17.43222, ,           1.6,      18.38036, ,           1.6,      18.61428, ,           1.6,      14.00143, ,           1.6,      15.40696, , 
          1.8,       17.3702, ,           1.8,      18.29417, ,           1.8,      18.52086, ,           1.8,      14.00176, ,           1.8,      15.38508, , 
            2,      17.29942, ,             2,      18.19988, ,             2,      18.41975, ,             2,      13.99285, ,             2,       15.3542, , 
          2.2,      17.22033, ,           2.2,      18.09818, ,           2.2,      18.31179, ,           2.2,      13.97501, ,           2.2,      15.31499, , 
          2.4,      17.13369, ,           2.4,      17.99019, ,           2.4,      18.19799, ,           2.4,      13.94906, ,           2.4,      15.26818, , 
          2.6,      17.04055, ,           2.6,      17.87642, ,           2.6,      18.07901, ,           2.6,      13.91569, ,           2.6,      15.21443, , 
          2.8,      16.94182, ,           2.8,      17.75703, ,           2.8,      17.95499, ,           2.8,      13.87541, ,           2.8,      15.15426, , 
            3,        16.838, ,             3,      17.63241, ,             3,      17.82595, ,             3,      13.82842, ,             3,       15.0879, , 
          3.2,      16.72982, ,           3.2,      17.50454, ,           3.2,       17.6931, ,           3.2,      13.77537, ,           3.2,      15.01595, , 
          3.4,      16.61774, ,           3.4,      17.37374, ,           3.4,      17.55723, ,           3.4,      13.71656, ,           3.4,      14.93888, , 
          3.6,      16.50226, ,           3.6,      17.24017, ,           3.6,       17.4187, ,           3.6,       13.6525, ,           3.6,      14.85721, , 
          3.8,      16.38381, ,           3.8,      17.10418, ,           3.8,      17.27796, ,           3.8,      13.58328, ,           3.8,      14.77139, , 
            4,      16.26277, ,             4,      16.96662, ,             4,      17.13597, ,             4,      13.50925, ,             4,      14.68179, , 
          4.2,      16.13948, ,           4.2,      16.82794, ,           4.2,      16.99313, ,           4.2,      13.43077, ,           4.2,      14.58871, , 
          4.4,      16.01402, ,           4.4,      16.68768, ,           4.4,       16.8491, ,           4.4,      13.34797, ,           4.4,      14.49239, , 
          4.6,      15.88658, ,           4.6,      16.54639, ,           4.6,      16.70419, ,           4.6,      13.26097, ,           4.6,      14.39305, , 
          4.8,      15.75746, ,           4.8,      16.40433, ,           4.8,      16.55871, ,           4.8,      13.17002, ,           4.8,      14.29095, , 
            5,      15.62675, ,             5,      16.26152, ,             5,      16.41282, ,             5,      13.07524, ,             5,      14.18614, , 
          5.2,      15.49472, ,           5.2,      16.11777, ,           5.2,      16.26633, ,           5.2,      12.97665, ,           5.2,      14.07872, , 
          5.4,      15.36154, ,           5.4,      15.97332, ,           5.4,      16.11933, ,           5.4,      12.87436, ,           5.4,      13.96879, , 

