Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.4449345, , 
         -0.8,      0.459109, , 
         -0.6,     0.4732732, , 
         -0.4,     0.4874268, , 
         -0.2,     0.5015695, , 
            0,     0.5157007, , 
          0.2,     0.5298201, , 
          0.4,     0.5439273, , 
          0.6,     0.5580219, , 
          0.8,     0.5721035, , 
            1,     0.5861718, , 
          1.2,     0.6002263, , 
          1.4,     0.6142666, , 
          1.6,     0.6282924, , 
          1.8,     0.6423032, , 
            2,     0.6562987, , 
          2.2,     0.6702785, , 
          2.4,     0.6842422, , 
          2.6,     0.6981894, , 
          2.8,     0.7121197, , 
            3,     0.7260328, , 
          3.2,     0.7399283, , 
          3.4,     0.7538058, , 
          3.6,     0.7676648, , 
          3.8,     0.7815051, , 
            4,     0.7953263, , 
          4.2,     0.8091279, , 
          4.4,     0.8229096, , 
          4.6,     0.8366711, , 
          4.8,     0.8504119, , 
            5,     0.8641317, , 
          5.2,     0.8778302, , 
          5.4,     0.8915069, , 
          5.6,     0.9051615, , 
          5.8,     0.9187936, , 

