Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -4,      9.879552, ,            -4,      9.700763, ,            -4,      9.621587, ,            -4,      9.576101, ,            -4,      9.545585, ,            -4,      9.532311, ,            -4,       11.8379, ,            -4,      11.09153, ,            -4,       10.2262, , 
         -3.8,      9.819711, ,          -3.8,       9.63436, ,          -3.8,       9.55252, ,          -3.8,      9.508954, ,          -3.8,      9.472523, ,          -3.8,      9.468305, ,          -3.8,      11.77947, ,          -3.8,      11.03582, ,          -3.8,       10.1707, , 
         -3.6,      9.764894, ,          -3.6,      9.573432, ,          -3.6,      9.488924, ,          -3.6,      9.447219, ,          -3.6,      9.410757, ,          -3.6,      9.409523, ,          -3.6,      11.72637, ,          -3.6,      10.98517, ,          -3.6,      10.12009, , 
         -3.4,      9.714906, ,          -3.4,      9.517702, ,          -3.4,      9.430581, ,          -3.4,      9.389233, ,          -3.4,      9.353558, ,          -3.4,      9.355458, ,          -3.4,       11.6785, ,          -3.4,      10.93944, ,          -3.4,      10.07413, , 
         -3.2,      9.669591, ,          -3.2,      9.467329, ,          -3.2,      9.378393, ,          -3.2,      9.337227, ,          -3.2,      9.301953, ,          -3.2,      9.293114, ,          -3.2,      11.63547, ,          -3.2,      10.89834, ,          -3.2,      10.03259, , 
           -3,      9.628529, ,            -3,      9.421754, ,            -3,      9.331009, ,            -3,      9.289895, ,            -3,      9.255754, ,            -3,      9.245363, ,            -3,      11.59713, ,            -3,      10.86167, ,            -3,      9.995251, , 
         -2.8,      9.591575, ,          -2.8,      9.380644, ,          -2.8,      9.288166, ,          -2.8,      9.246469, ,          -2.8,      9.214244, ,          -2.8,      9.203311, ,          -2.8,      11.56339, ,          -2.8,      10.82931, ,          -2.8,      9.961947, , 
         -2.6,      9.558494, ,          -2.6,      9.343653, ,          -2.6,      9.249455, ,          -2.6,      9.206226, ,          -2.6,      9.176206, ,          -2.6,      9.164959, ,          -2.6,      11.53391, ,          -2.6,      10.80098, ,          -2.6,      9.932439, , 
         -2.4,      9.529107, ,          -2.4,      9.310435, ,          -2.4,      9.214787, ,          -2.4,      9.170915, ,          -2.4,      9.142787, ,          -2.4,      9.131514, ,          -2.4,      11.50865, ,          -2.4,      10.77659, ,          -2.4,      9.906619, , 
         -2.2,      9.502853, ,          -2.2,      9.280902, ,          -2.2,      9.183955, ,          -2.2,      9.140057, ,          -2.2,      9.112653, ,          -2.2,      9.101693, ,          -2.2,      11.48735, ,          -2.2,      10.75593, ,          -2.2,      9.884229, , 
