Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -4,      7.374923, ,            -4,      7.132123, ,            -4,      10.39668, ,            -4,      7.022136, ,            -4,      6.982658, ,            -4,      6.975641, ,            -4,      6.946172, ,            -4,      6.934999, ,            -4,      6.929483, ,            -4,      9.411169, ,            -4,       8.66112, ,            -4,      7.774429, ,            -4,      7.693818, , 
         -3.8,      7.327926, ,          -3.8,      7.082646, ,          -3.8,      10.34994, ,          -3.8,      6.971236, ,          -3.8,      6.931696, ,          -3.8,      6.924653, ,          -3.8,      6.894958, ,          -3.8,      6.883666, ,          -3.8,      6.878136, ,          -3.8,      9.370282, ,          -3.8,      8.620434, ,          -3.8,      7.730952, ,          -3.8,       7.64969, , 
         -3.6,      7.285262, ,          -3.6,      7.037541, ,          -3.6,      10.30891, ,          -3.6,       6.92488, ,          -3.6,      6.885232, ,          -3.6,       6.87816, ,          -3.6,      6.848282, ,          -3.6,      6.836913, ,          -3.6,      6.831328, ,          -3.6,      9.334635, ,          -3.6,      8.584637, ,          -3.6,      7.691879, ,          -3.6,      7.609938, , 
         -3.4,      7.246867, ,          -3.4,      6.996619, ,          -3.4,      10.27378, ,          -3.4,      6.882979, ,          -3.4,      6.843084, ,          -3.4,      6.835961, ,          -3.4,      6.805851, ,          -3.4,      6.794435, ,          -3.4,      6.788816, ,          -3.4,      9.304389, ,          -3.4,      8.553817, ,          -3.4,      7.657149, ,          -3.4,      7.574496, , 
         -3.2,      7.212484, ,          -3.2,      6.959616, ,          -3.2,      10.24389, ,          -3.2,      6.845031, ,          -3.2,      6.804916, ,          -3.2,      6.797741, ,          -3.2,      6.767473, ,          -3.2,      6.756004, ,          -3.2,      6.750345, ,          -3.2,      9.278962, ,          -3.2,      8.527509, ,          -3.2,      7.626508, ,          -3.2,      7.543116, , 
           -3,      7.181865, ,            -3,      6.926309, ,            -3,      10.21909, ,            -3,      6.810788, ,            -3,      6.770437, ,            -3,      6.763214, ,            -3,       6.73277, ,            -3,      6.721248, ,            -3,      6.715553, ,            -3,      9.258194, ,            -3,      8.505508, ,            -3,      7.599741, ,            -3,      7.515577, , 
         -2.8,      7.154936, ,          -2.8,       6.89654, ,          -2.8,      10.19943, ,          -2.8,      6.780097, ,          -2.8,      6.739522, ,          -2.8,      6.732242, ,          -2.8,      6.701615, ,          -2.8,      6.690043, ,          -2.8,      6.684309, ,          -2.8,      9.242193, ,          -2.8,      8.487908, ,          -2.8,      7.576839, ,          -2.8,      7.491853, , 
         -2.6,      7.131422, ,          -2.6,      6.870091, ,          -2.6,      10.18449, ,          -2.6,      6.752668, ,          -2.6,      6.711882, ,          -2.6,      6.704547, ,          -2.6,      6.673733, ,          -2.6,      6.662118, ,          -2.6,      6.656341, ,          -2.6,      9.230563, ,          -2.6,      8.474391, ,          -2.6,      7.557591, ,          -2.6,      7.471724, , 
         -2.4,      7.111207, ,          -2.4,      6.846884, ,          -2.4,      10.17441, ,          -2.4,      6.728415, ,          -2.4,      6.687328, ,          -2.4,      6.679923, ,          -2.4,      6.648931, ,          -2.4,      6.637283, ,          -2.4,      6.631476, ,          -2.4,       9.22346, ,          -2.4,       8.46504, ,          -2.4,      7.541959, ,          -2.4,       7.45514, , 
         -2.2,      7.094217, ,          -2.2,       6.82676, ,          -2.2,      10.16888, ,          -2.2,      6.707182, ,          -2.2,      6.665809, ,          -2.2,      6.658338, ,          -2.2,      6.627191, ,          -2.2,      6.615472, ,          -2.2,      6.609624, ,          -2.2,      9.220606, ,          -2.2,      8.459639, ,          -2.2,      7.529851, ,          -2.2,      7.442003, , 
