Alpha,T1-15.8 m/s-VLM2, , 
           -4,      4.255659, , 
         -3.8,      4.286839, , 
         -3.6,      4.316164, , 
         -3.4,      4.343583, , 
         -3.2,      4.369178, , 
           -3,      4.393075, , 
         -2.8,      4.415284, , 
         -2.6,      4.435887, , 
         -2.4,      4.454995, , 
         -2.2,      4.472561, , 
           -2,      4.488653, , 
         -1.8,      4.503375, , 
         -1.6,       4.51674, , 
         -1.4,      4.528823, , 
         -1.2,      4.539683, , 
           -1,      4.549322, , 
         -0.8,      4.557816, , 
         -0.6,      4.565173, , 
         -0.4,      4.571485, , 
         -0.2,      4.576753, , 
            0,      4.581019, , 
          0.2,        4.5843, , 
          0.4,      4.586639, , 
          0.6,      4.588074, , 
          0.8,      4.588636, , 
            1,      4.588359, , 
          1.2,      4.587307, , 
          1.4,      4.585478, , 
          1.6,      4.582911, , 
          1.8,      4.579633, , 
            2,      4.575659, , 
          2.2,      4.571047, , 
          2.4,      4.565807, , 
          2.6,       4.55996, , 
          2.8,      4.553596, , 
            3,      4.546705, , 
          3.2,        4.5393, , 
          3.4,      4.531401, , 
          3.6,      4.523031, , 
          3.8,      4.514207, , 
            4,      4.504932, , 
          4.2,      4.495253, , 
          4.4,      4.485174, , 
          4.6,      4.474706, , 
          4.8,      4.463881, , 
            5,      4.452714, , 
          5.2,      4.441237, , 
          5.4,      4.429459, , 
          5.6,      4.417397, , 
          5.8,       4.40506, , 
            6,      4.392466, , 

