Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -4,      4.519348, ,            -4,      4.572686, ,            -4,      4.390029, , 
         -3.8,      4.551843, ,          -3.8,      4.603784, ,          -3.8,      4.417958, , 
         -3.6,       4.58235, ,          -3.6,      4.637257, ,          -3.6,      4.443955, , 
         -3.4,      4.610927, ,          -3.4,      4.669244, ,          -3.4,       4.46806, , 
         -3.2,      4.637563, ,          -3.2,      4.696785, ,          -3.2,      4.490314, , 
           -3,      4.662408, ,            -3,      4.721281, ,            -3,      4.510962, , 
         -2.8,       4.68545, ,          -2.8,      4.748554, ,          -2.8,       4.52993, , 
         -2.6,      4.706772, ,          -2.6,      4.771839, ,          -2.6,      4.547097, , 
         -2.4,      4.726552, ,          -2.4,      4.791932, ,          -2.4,       4.56282, , 
         -2.2,      4.744728, ,          -2.2,       4.81001, ,          -2.2,      4.576917, , 
           -2,      4.761304, ,            -2,      4.826471, ,            -2,      4.589591, , 
         -1.8,      4.776357, ,          -1.8,      4.841474, ,          -1.8,      4.600925, , 
         -1.6,      4.790005, ,          -1.6,       4.85502, ,          -1.6,      4.610929, , 
         -1.4,      4.802312, ,          -1.4,      4.871607, ,          -1.4,      4.619585, , 
         -1.2,      4.813302, ,          -1.2,      4.883201, ,          -1.2,      4.626977, , 
           -1,       4.82303, ,            -1,      4.893294, ,            -1,      4.633159, , 
         -0.8,      4.831452, ,          -0.8,      4.901926, ,          -0.8,      4.638188, , 
         -0.6,      4.838672, ,          -0.6,      4.909222, ,          -0.6,      4.642135, , 
         -0.4,      4.844682, ,          -0.4,       4.91521, ,          -0.4,      4.645025, , 
         -0.2,      4.849553, ,          -0.2,      4.920141, ,          -0.2,      4.646871, , 
            0,      4.853307, ,             0,      4.924002, ,             0,      4.647725, , 
          0.2,       4.85597, ,           0.2,      4.926775, ,           0.2,      4.647632, , 
          0.4,      4.857603, ,           0.4,      4.928578, ,           0.4,      4.646641, , 
          0.6,      4.858264, ,           0.6,      4.929353, ,           0.6,       4.64478, , 
          0.8,      4.857965, ,           0.8,      4.929198, ,           0.8,      4.642054, , 
            1,      4.856779, ,             1,      4.928093, ,             1,        4.6385, , 
          1.2,      4.854736, ,           1.2,      4.926112, ,           1.2,      4.634148, , 
          1.4,      4.851851, ,           1.4,      4.923251, ,           1.4,      4.628968, , 
          1.6,       4.84817, ,           1.6,      4.919536, ,           1.6,      4.623068, , 
          1.8,      4.843729, ,           1.8,      4.915045, ,           1.8,      4.616473, , 
            2,      4.838563, ,             2,      4.909833, ,             2,      4.609215, , 
          2.2,      4.832702, ,           2.2,      4.903957, ,           2.2,      4.601317, , 
          2.4,      4.826163, ,           2.4,       4.89742, ,           2.4,      4.592785, , 
          2.6,      4.818985, ,           2.6,       4.89024, ,           2.6,      4.583648, , 
          2.8,      4.811199, ,           2.8,      4.882489, ,           2.8,      4.573958, , 
            3,      4.802827, ,             3,      4.874177, ,             3,      4.563706, , 
          3.2,       4.79394, ,           3.2,      4.865339, ,           3.2,       4.55292, , 
          3.4,      4.784539, ,           3.4,      4.855989, ,           3.4,      4.541621, , 
          3.6,      4.774611, ,           3.6,      4.846118, ,           3.6,      4.529821, , 
          3.8,        4.7642, ,           3.8,      4.835764, ,           3.8,      4.517535, , 
            4,       4.75333, ,             4,      4.824938, ,             4,      4.504795, , 
          4.2,      4.742014, ,           4.2,      4.813672, ,           4.2,      4.491619, , 
          4.4,      4.730297, ,           4.4,       4.80198, ,           4.4,      4.478036, , 
          4.6,      4.718193, ,           4.6,      4.789898, ,           4.6,      4.464032, , 
          4.8,      4.705704, ,           4.8,      4.777481, ,           4.8,       4.44963, , 
            5,      4.692867, ,             5,      4.764739, ,             5,      4.434863, , 
          5.2,      4.679701, ,           5.2,      4.751665, ,           5.2,      4.419753, , 
          5.4,      4.666223, ,           5.4,      4.738317, ,           5.4,        4.4043, , 
          5.6,      4.652443, ,           5.6,      4.724714, ,           5.6,      4.388495, , 
          5.8,      4.638371, ,           5.8,       4.71085, ,           5.8,      4.372371, , 
            6,      4.624014, ,             6,      4.696737, ,             6,      4.355938, , 

