Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -4,     0.7837566, ,            -4,     0.7837566, ,            -4,     0.7837566, ,            -4,     0.7837566, ,            -4,     0.7837566, ,            -4,     0.7837566, ,            -4,     0.7837566, ,            -4,     0.7837566, ,            -4,     0.7837566, ,            -4,     0.7837566, ,            -4,     0.7837566, ,            -4,     0.7837566, ,            -4,     0.7837566, , 
         -3.8,     0.7969913, ,          -3.8,     0.7969913, ,          -3.8,     0.7969913, ,          -3.8,     0.7969913, ,          -3.8,     0.7969913, ,          -3.8,     0.7969913, ,          -3.8,     0.7969913, ,          -3.8,     0.7969913, ,          -3.8,     0.7969913, ,          -3.8,     0.7969913, ,          -3.8,     0.7969913, ,          -3.8,     0.7969913, ,          -3.8,     0.7969913, , 
         -3.6,     0.8102068, ,          -3.6,     0.8102068, ,          -3.6,     0.8102068, ,          -3.6,     0.8102068, ,          -3.6,     0.8102068, ,          -3.6,     0.8102068, ,          -3.6,     0.8102068, ,          -3.6,     0.8102068, ,          -3.6,     0.8102068, ,          -3.6,     0.8102068, ,          -3.6,     0.8102068, ,          -3.6,     0.8102068, ,          -3.6,     0.8102068, , 
         -3.4,     0.8234028, ,          -3.4,     0.8234028, ,          -3.4,     0.8234028, ,          -3.4,     0.8234028, ,          -3.4,     0.8234028, ,          -3.4,     0.8234028, ,          -3.4,     0.8234028, ,          -3.4,     0.8234028, ,          -3.4,     0.8234028, ,          -3.4,     0.8234028, ,          -3.4,     0.8234028, ,          -3.4,     0.8234028, ,          -3.4,     0.8234028, , 
         -3.2,     0.8365787, ,          -3.2,     0.8365787, ,          -3.2,     0.8365787, ,          -3.2,     0.8365787, ,          -3.2,     0.8365787, ,          -3.2,     0.8365787, ,          -3.2,     0.8365787, ,          -3.2,     0.8365787, ,          -3.2,     0.8365787, ,          -3.2,     0.8365787, ,          -3.2,     0.8365787, ,          -3.2,     0.8365787, ,          -3.2,     0.8365787, , 
           -3,     0.8497343, ,            -3,     0.8497343, ,            -3,     0.8497343, ,            -3,     0.8497343, ,            -3,     0.8497343, ,            -3,     0.8497343, ,            -3,     0.8497343, ,            -3,     0.8497343, ,            -3,     0.8497343, ,            -3,     0.8497343, ,            -3,     0.8497343, ,            -3,     0.8497343, ,            -3,     0.8497343, , 
         -2.8,     0.8628692, ,          -2.8,     0.8628692, ,          -2.8,     0.8628692, ,          -2.8,     0.8628692, ,          -2.8,     0.8628692, ,          -2.8,     0.8628692, ,          -2.8,     0.8628692, ,          -2.8,     0.8628692, ,          -2.8,     0.8628692, ,          -2.8,     0.8628692, ,          -2.8,     0.8628692, ,          -2.8,     0.8628692, ,          -2.8,     0.8628692, , 
         -2.6,     0.8759828, ,          -2.6,     0.8759828, ,          -2.6,     0.8759828, ,          -2.6,     0.8759828, ,          -2.6,     0.8759828, ,          -2.6,     0.8759828, ,          -2.6,     0.8759828, ,          -2.6,     0.8759828, ,          -2.6,     0.8759828, ,          -2.6,     0.8759828, ,          -2.6,     0.8759828, ,          -2.6,     0.8759828, ,          -2.6,     0.8759828, , 
         -2.4,     0.8890748, ,          -2.4,     0.8890748, ,          -2.4,     0.8890748, ,          -2.4,     0.8890748, ,          -2.4,     0.8890748, ,          -2.4,     0.8890748, ,          -2.4,     0.8890748, ,          -2.4,     0.8890748, ,          -2.4,     0.8890748, ,          -2.4,     0.8890748, ,          -2.4,     0.8890748, ,          -2.4,     0.8890748, ,          -2.4,     0.8890748, , 
         -2.2,     0.9021449, ,          -2.2,     0.9021449, ,          -2.2,     0.9021449, ,          -2.2,     0.9021449, ,          -2.2,     0.9021449, ,          -2.2,     0.9021449, ,          -2.2,     0.9021449, ,          -2.2,     0.9021449, ,          -2.2,     0.9021449, ,          -2.2,     0.9021449, ,          -2.2,     0.9021449, ,          -2.2,     0.9021449, ,          -2.2,     0.9021449, , 
