Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -4,      7.726048, ,            -4,      7.991945, ,            -4,      5.450349, ,            -4,      8.118415, ,            -4,      8.164776, ,            -4,      8.173071, ,            -4,      8.208089, ,            -4,      8.221443, ,            -4,      8.228052, ,            -4,      6.033211, ,            -4,       6.56482, ,            -4,      7.324488, ,            -4,      7.402174, , 
         -3.8,      7.776147, ,          -3.8,      8.048353, ,          -3.8,       5.47551, ,          -3.8,      8.178287, ,          -3.8,        8.2254, ,          -3.8,      8.233848, ,          -3.8,      8.269657, ,          -3.8,      8.283354, ,          -3.8,      8.290078, ,          -3.8,      6.060015, ,          -3.8,       6.59628, ,          -3.8,      7.366188, ,          -3.8,       7.44539, , 
         -3.6,      7.822185, ,          -3.6,      8.100465, ,          -3.6,      5.497784, ,          -3.6,      8.233576, ,          -3.6,      8.281451, ,          -3.6,      8.290048, ,          -3.6,      8.326565, ,          -3.6,      8.340544, ,          -3.6,      8.347429, ,          -3.6,      6.083574, ,          -3.6,      6.624204, ,          -3.6,      7.404063, ,          -3.6,      7.484748, , 
         -3.4,      7.864077, ,          -3.4,      8.148322, ,          -3.4,      5.516996, ,          -3.4,      8.284189, ,          -3.4,      8.332952, ,          -3.4,      8.341717, ,          -3.4,      8.378974, ,          -3.4,      8.393185, ,          -3.4,      8.400198, ,          -3.4,      6.103704, ,          -3.4,      6.648432, ,          -3.4,      7.438052, ,          -3.4,      7.520184, , 
         -3.2,      7.901968, ,          -3.2,      8.192077, ,          -3.2,      5.533441, ,          -3.2,      8.330558, ,          -3.2,      8.380136, ,          -3.2,      8.389065, ,          -3.2,      8.426939, ,          -3.2,      8.441379, ,          -3.2,      8.448522, ,          -3.2,      6.120727, ,          -3.2,      6.669251, ,          -3.2,      7.468294, ,          -3.2,      7.551836, , 
           -3,      7.936015, ,            -3,       8.23186, ,            -3,      5.547159, ,            -3,      8.372843, ,            -3,      8.423216, ,            -3,      8.432296, ,            -3,      8.470781, ,            -3,      8.485436, ,            -3,      8.492698, ,            -3,        6.1347, ,            -3,      6.686759, ,            -3,       7.49491, ,            -3,       7.57983, , 
         -2.8,      7.966198, ,          -2.8,      8.267741, ,          -2.8,      5.558084, ,          -2.8,      8.411103, ,          -2.8,      8.462215, ,          -2.8,      8.471451, ,          -2.8,      8.510524, ,          -2.8,       8.52538, ,          -2.8,      8.532761, ,          -2.8,      6.145508, ,          -2.8,       6.70083, ,          -2.8,      7.517832, ,          -2.8,       7.60411, , 
         -2.6,       7.99274, ,          -2.6,       8.29988, ,          -2.6,      5.566411, ,          -2.6,      8.445588, ,          -2.6,      8.497386, ,          -2.6,      8.506768, ,          -2.6,      8.546406, ,          -2.6,      8.561441, ,          -2.6,      8.568939, ,          -2.6,      6.153387, ,          -2.6,      6.711676, ,          -2.6,      7.537203, ,          -2.6,       7.62483, , 
         -2.4,      8.015696, ,          -2.4,      8.328282, ,          -2.4,      5.572047, ,          -2.4,      8.476314, ,          -2.4,      8.528872, ,          -2.4,      8.538414, ,          -2.4,      8.578575, ,          -2.4,      8.593765, ,          -2.4,      8.601359, ,          -2.4,      6.158209, ,          -2.4,      6.719199, ,          -2.4,      7.553008, ,          -2.4,      7.641985, , 
         -2.2,      8.035092, ,          -2.2,      8.353068, ,          -2.2,       5.57514, ,          -2.2,      8.503395, ,          -2.2,      8.556657, ,          -2.2,      8.566345, ,          -2.2,       8.60697, ,          -2.2,      8.622354, ,          -2.2,      8.630051, ,          -2.2,      6.160149, ,          -2.2,      6.723552, ,          -2.2,      7.565295, ,          -2.2,      7.655629, , 
