Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -4,     0.6383008, ,            -4,     0.6383008, ,            -4,     0.6383008, ,            -4,     0.6383008, ,            -4,     0.6383008, ,            -4,     0.6383008, ,            -4,     0.6383008, ,            -4,     0.6383008, ,            -4,     0.6383008, , 
         -3.8,     0.6484416, ,          -3.8,     0.6484416, ,          -3.8,     0.6484416, ,          -3.8,     0.6484416, ,          -3.8,     0.6484416, ,          -3.8,     0.6484416, ,          -3.8,     0.6484416, ,          -3.8,     0.6484416, ,          -3.8,     0.6484416, , 
         -3.6,     0.6585636, ,          -3.6,     0.6585636, ,          -3.6,     0.6585636, ,          -3.6,     0.6585636, ,          -3.6,     0.6585636, ,          -3.6,     0.6585636, ,          -3.6,     0.6585636, ,          -3.6,     0.6585636, ,          -3.6,     0.6585636, , 
         -3.4,     0.6686664, ,          -3.4,     0.6686664, ,          -3.4,     0.6686664, ,          -3.4,     0.6686664, ,          -3.4,     0.6686664, ,          -3.4,     0.6686664, ,          -3.4,     0.6686664, ,          -3.4,     0.6686664, ,          -3.4,     0.6686664, , 
         -3.2,     0.6787496, ,          -3.2,     0.6787496, ,          -3.2,     0.6787496, ,          -3.2,     0.6787496, ,          -3.2,     0.6787496, ,          -3.2,     0.6787496, ,          -3.2,     0.6787496, ,          -3.2,     0.6787496, ,          -3.2,     0.6787496, , 
           -3,     0.6888129, ,            -3,     0.6888129, ,            -3,     0.6888129, ,            -3,     0.6888129, ,            -3,     0.6888129, ,            -3,     0.6888129, ,            -3,     0.6888129, ,            -3,     0.6888129, ,            -3,     0.6888129, , 
         -2.8,     0.6988559, ,          -2.8,     0.6988559, ,          -2.8,     0.6988559, ,          -2.8,     0.6988559, ,          -2.8,     0.6988559, ,          -2.8,     0.6988559, ,          -2.8,     0.6988559, ,          -2.8,     0.6988559, ,          -2.8,     0.6988559, , 
         -2.6,     0.7088782, ,          -2.6,     0.7088782, ,          -2.6,     0.7088782, ,          -2.6,     0.7088782, ,          -2.6,     0.7088782, ,          -2.6,     0.7088782, ,          -2.6,     0.7088782, ,          -2.6,     0.7088782, ,          -2.6,     0.7088782, , 
         -2.4,     0.7188795, ,          -2.4,     0.7188795, ,          -2.4,     0.7188795, ,          -2.4,     0.7188795, ,          -2.4,     0.7188795, ,          -2.4,     0.7188795, ,          -2.4,     0.7188795, ,          -2.4,     0.7188795, ,          -2.4,     0.7188795, , 
         -2.2,     0.7288595, ,          -2.2,     0.7288595, ,          -2.2,     0.7288595, ,          -2.2,     0.7288595, ,          -2.2,     0.7288595, ,          -2.2,     0.7288595, ,          -2.2,     0.7288595, ,          -2.2,     0.7288595, ,          -2.2,     0.7288595, , 
