Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -4,     0.8736683, ,            -4,     0.8736683, ,            -4,     0.8736683, ,            -4,     0.8736683, ,            -4,     0.8736683, ,            -4,     0.8736683, ,            -4,     0.8736683, ,            -4,     0.8736683, ,            -4,     0.8736683, , 
         -3.8,     0.8888275, ,          -3.8,     0.8888275, ,          -3.8,     0.8888275, ,          -3.8,     0.8888275, ,          -3.8,     0.8888275, ,          -3.8,     0.8888275, ,          -3.8,     0.8888275, ,          -3.8,     0.8888275, ,          -3.8,     0.8888275, , 
         -3.6,     0.9039676, ,          -3.6,     0.9039676, ,          -3.6,     0.9039676, ,          -3.6,     0.9039676, ,          -3.6,     0.9039676, ,          -3.6,     0.9039676, ,          -3.6,     0.9039676, ,          -3.6,     0.9039676, ,          -3.6,     0.9039676, , 
         -3.4,     0.9190882, ,          -3.4,     0.9190882, ,          -3.4,     0.9190882, ,          -3.4,     0.9190882, ,          -3.4,     0.9190882, ,          -3.4,     0.9190882, ,          -3.4,     0.9190882, ,          -3.4,     0.9190882, ,          -3.4,     0.9190882, , 
         -3.2,     0.9341889, ,          -3.2,     0.9341889, ,          -3.2,     0.9341889, ,          -3.2,     0.9341889, ,          -3.2,     0.9341889, ,          -3.2,     0.9341889, ,          -3.2,     0.9341889, ,          -3.2,     0.9341889, ,          -3.2,     0.9341889, , 
           -3,     0.9492693, ,            -3,     0.9492693, ,            -3,     0.9492693, ,            -3,     0.9492693, ,            -3,     0.9492693, ,            -3,     0.9492693, ,            -3,     0.9492693, ,            -3,     0.9492693, ,            -3,     0.9492693, , 
         -2.8,      0.964329, ,          -2.8,      0.964329, ,          -2.8,      0.964329, ,          -2.8,      0.964329, ,          -2.8,      0.964329, ,          -2.8,      0.964329, ,          -2.8,      0.964329, ,          -2.8,      0.964329, ,          -2.8,      0.964329, , 
         -2.6,     0.9793676, ,          -2.6,     0.9793676, ,          -2.6,     0.9793676, ,          -2.6,     0.9793676, ,          -2.6,     0.9793676, ,          -2.6,     0.9793676, ,          -2.6,     0.9793676, ,          -2.6,     0.9793676, ,          -2.6,     0.9793676, , 
         -2.4,     0.9943846, ,          -2.4,     0.9943846, ,          -2.4,     0.9943846, ,          -2.4,     0.9943846, ,          -2.4,     0.9943846, ,          -2.4,     0.9943846, ,          -2.4,     0.9943846, ,          -2.4,     0.9943846, ,          -2.4,     0.9943846, , 
         -2.2,       1.00938, ,          -2.2,       1.00938, ,          -2.2,       1.00938, ,          -2.2,       1.00938, ,          -2.2,       1.00938, ,          -2.2,       1.00938, ,          -2.2,       1.00938, ,          -2.2,       1.00938, ,          -2.2,       1.00938, , 
