Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -4,     0.8414595, ,            -4,     0.8414595, ,            -4,     0.8414595, , 
         -3.8,     0.8559296, ,          -3.8,     0.8559296, ,          -3.8,     0.8559296, , 
         -3.6,     0.8703805, ,          -3.6,     0.8703805, ,          -3.6,     0.8703805, , 
         -3.4,     0.8848119, ,          -3.4,     0.8848119, ,          -3.4,     0.8848119, , 
         -3.2,     0.8992233, ,          -3.2,     0.8992233, ,          -3.2,     0.8992233, , 
           -3,     0.9136144, ,            -3,     0.9136144, ,            -3,     0.9136144, , 
         -2.8,     0.9279847, ,          -2.8,     0.9279847, ,          -2.8,     0.9279847, , 
         -2.6,     0.9423338, ,          -2.6,     0.9423338, ,          -2.6,     0.9423338, , 
         -2.4,     0.9566612, ,          -2.4,     0.9566612, ,          -2.4,     0.9566612, , 
         -2.2,     0.9709667, ,          -2.2,     0.9709667, ,          -2.2,     0.9709667, , 
           -2,     0.9852497, ,            -2,     0.9852497, ,            -2,     0.9852497, , 
         -1.8,     0.9995099, ,          -1.8,     0.9995099, ,          -1.8,     0.9995099, , 
         -1.6,      1.013747, ,          -1.6,      1.013747, ,          -1.6,      1.013747, , 
         -1.4,       1.02796, ,          -1.4,       1.02796, ,          -1.4,       1.02796, , 
         -1.2,      1.042149, ,          -1.2,      1.042149, ,          -1.2,      1.042149, , 
           -1,      1.056314, ,            -1,      1.056314, ,            -1,      1.056314, , 
         -0.8,      1.070454, ,          -0.8,      1.070454, ,          -0.8,      1.070454, , 
         -0.6,      1.084569, ,          -0.6,      1.084569, ,          -0.6,      1.084569, , 
         -0.4,      1.098658, ,          -0.4,      1.098658, ,          -0.4,      1.098658, , 
         -0.2,      1.112721, ,          -0.2,      1.112721, ,          -0.2,      1.112721, , 
            0,      1.126758, ,             0,      1.126758, ,             0,      1.126758, , 
          0.2,      1.140768, ,           0.2,      1.140768, ,           0.2,      1.140768, , 
          0.4,       1.15475, ,           0.4,       1.15475, ,           0.4,       1.15475, , 
          0.6,      1.168705, ,           0.6,      1.168705, ,           0.6,      1.168705, , 
          0.8,      1.182633, ,           0.8,      1.182633, ,           0.8,      1.182633, , 
            1,      1.196531, ,             1,      1.196531, ,             1,      1.196531, , 
          1.2,      1.210401, ,           1.2,      1.210401, ,           1.2,      1.210401, , 
          1.4,      1.224242, ,           1.4,      1.224242, ,           1.4,      1.224242, , 
          1.6,      1.238053, ,           1.6,      1.238053, ,           1.6,      1.238053, , 
          1.8,      1.251835, ,           1.8,      1.251835, ,           1.8,      1.251835, , 
            2,      1.265586, ,             2,      1.265586, ,             2,      1.265586, , 
          2.2,      1.279307, ,           2.2,      1.279307, ,           2.2,      1.279307, , 
          2.4,      1.292997, ,           2.4,      1.292997, ,           2.4,      1.292997, , 
          2.6,      1.306655, ,           2.6,      1.306655, ,           2.6,      1.306655, , 
          2.8,      1.320281, ,           2.8,      1.320281, ,           2.8,      1.320281, , 
            3,      1.333876, ,             3,      1.333876, ,             3,      1.333876, , 
          3.2,      1.347438, ,           3.2,      1.347438, ,           3.2,      1.347438, , 
          3.4,      1.360967, ,           3.4,      1.360967, ,           3.4,      1.360967, , 
          3.6,      1.374463, ,           3.6,      1.374463, ,           3.6,      1.374463, , 
          3.8,      1.387926, ,           3.8,      1.387926, ,           3.8,      1.387926, , 
            4,      1.401355, ,             4,      1.401355, ,             4,      1.401355, , 
          4.2,      1.414749, ,           4.2,      1.414749, ,           4.2,      1.414749, , 
          4.4,      1.428109, ,           4.4,      1.428109, ,           4.4,      1.428109, , 
          4.6,      1.441434, ,           4.6,      1.441434, ,           4.6,      1.441434, , 
, , ,           4.8,      1.454724, , , , , 

