Alpha,T1-15.8 m/s-VLM2, , 
           -7,     0.6697205, , 
         -6.8,     0.6859127, , 
         -6.6,     0.7020922, , 
         -6.4,     0.7182588, , 
         -6.2,     0.7344119, , 
           -6,     0.7505511, , 
         -5.8,      0.766676, , 
         -5.6,     0.7827862, , 
         -5.4,     0.7988813, , 
         -5.2,     0.8149608, , 
           -5,     0.8310243, , 
         -4.8,     0.8470714, , 
         -4.6,     0.8631016, , 
         -4.4,     0.8791146, , 
         -4.2,     0.8951099, , 
           -4,     0.9110871, , 
         -3.8,     0.9270457, , 
         -3.6,     0.9429855, , 
         -3.4,     0.9589059, , 
         -3.2,     0.9748065, , 
           -3,     0.9906869, , 
         -2.8,      1.006547, , 
         -2.6,      1.022386, , 
         -2.4,      1.038203, , 
         -2.2,      1.053999, , 
           -2,      1.069772, , 
         -1.8,      1.085523, , 
         -1.6,       1.10125, , 
         -1.4,      1.116955, , 
         -1.2,      1.132635, , 
           -1,      1.148291, , 
         -0.8,      1.163923, , 
         -0.6,      1.179529, , 
         -0.4,       1.19511, , 
         -0.2,      1.210665, , 
            0,      1.226194, , 
          0.2,      1.241696, , 
          0.4,      1.257172, , 
          0.6,      1.272619, , 
          0.8,       1.28804, , 
            1,      1.303431, , 
          1.2,      1.318795, , 
          1.4,      1.334129, , 
          1.6,      1.349434, , 
          1.8,       1.36471, , 
            2,      1.379955, , 
          2.2,       1.39517, , 
          2.4,      1.410354, , 
          2.6,      1.425506, , 
          2.8,      1.440628, , 
            3,      1.455717, , 
          3.2,      1.470774, , 
          3.4,      1.485798, , 
          3.6,       1.50079, , 

