Alpha,T1-15.8 m/s-VLM2, , 
           -4,      3.128303, , 
         -3.8,      3.082297, , 
         -3.6,      3.039046, , 
         -3.4,      2.998369, , 
         -3.2,      2.960037, , 
           -3,      2.923929, , 
         -2.8,      2.889948, , 
         -2.6,      2.857945, , 
         -2.4,      2.827807, , 
         -2.2,      2.799396, , 
           -2,      2.772628, , 
         -1.8,      2.747526, , 
         -1.6,      2.723864, , 
         -1.4,      2.701574, , 
         -1.2,      2.680606, , 
           -1,      2.660873, , 
         -0.8,       2.64231, , 
         -0.6,      2.624858, , 
         -0.4,       2.60844, , 
         -0.2,      2.593011, , 
            0,       2.57853, , 
          0.2,      2.564965, , 
          0.4,      2.552253, , 
          0.6,      2.540359, , 
          0.8,      2.529254, , 
            1,       2.51889, , 
          1.2,      2.509234, , 
          1.4,      2.500263, , 
          1.6,      2.491949, , 
          1.8,      2.484269, , 
            2,      2.477195, , 
          2.2,      2.470713, , 
          2.4,      2.464804, , 
          2.6,       2.45945, , 
          2.8,      2.454633, , 
            3,      2.450351, , 
          3.2,      2.446577, , 
          3.4,      2.443297, , 
          3.6,      2.440474, , 
          3.8,      2.438107, , 
            4,      2.436195, , 
          4.2,      2.434747, , 
          4.4,      2.433753, , 
          4.6,      2.433226, , 
          4.8,       2.43316, , 
            5,      2.433573, , 
          5.2,      2.434442, , 
          5.4,      2.435816, , 
          5.6,      2.437683, , 
          5.8,      2.440034, , 
            6,      2.443002, , 

