Alpha,T1-15.8 m/s-VLM2, , 
           -3,      8.441781, , 
         -2.8,      8.487172, , 
         -2.6,      8.528436, , 
         -2.4,      8.565867, , 
         -2.2,       8.59953, , 
           -2,      8.629492, , 
         -1.8,      8.655899, , 
         -1.6,      8.678742, , 
         -1.4,      8.698133, , 
         -1.2,      8.714082, , 
           -1,      8.726582, , 
         -0.8,      8.735655, , 
         -0.6,      8.741364, , 
         -0.4,      8.743732, , 
         -0.2,       8.74277, , 
            0,      8.738571, , 
          0.2,      8.731226, , 
          0.4,      8.720754, , 
          0.6,      8.707316, , 
          0.8,      8.690946, , 
            1,      8.671841, , 
          1.2,      8.650074, , 
          1.4,      8.625852, , 
          1.6,      8.599314, , 
          1.8,      8.570632, , 
            2,      8.539971, , 
          2.2,      8.507433, , 
          2.4,      8.473187, , 
          2.6,      8.437226, , 
          2.8,      8.399706, , 
            3,      8.360714, , 
          3.2,      8.320402, , 
          3.4,      8.278798, , 
          3.6,      8.235872, , 
          3.8,      8.191692, , 
            4,      8.146328, , 
          4.2,      8.099711, , 
          4.4,      8.051805, , 
          4.6,      8.002731, , 
          4.8,       7.95238, , 
            5,      7.900697, , 
          5.2,      7.847503, , 
          5.4,      7.792706, , 
          5.6,      7.736026, , 
          5.8,      7.677241, , 
            6,       7.61612, , 
          6.2,      7.551831, , 
          6.4,      7.483166, , 
          6.6,      7.407222, , 
          6.8,      7.315635, , 
            7,      7.200072, , 
          7.2,      7.076284, , 

